SIO2(WT%),MGO(WT%)
73.17,0.23
77.34,0.06
78.25,0.03
77.99,0.05
78.34,0.03
72.92,0.33
75.14,0.22
73.88,0.47
73.63,0.35
74.45,0.39
74.61,0.33
74.84,0.27
76.25,0.16
74.62,0.25
74.8,0.23
74.89,0.28
75.09,0.31
75.5,0.22
75.7,0.18
76.03,0.18
76.77,0.07
76.83,0.15
78.34,0.08
73.84,0.14
73.38,0.23
70.6,0.18
72,0.06
73.3,0
72,0.1
73.3,0.07
74.4,0.02
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
73.69,0.53
76.54,0.34
70.28,0.07
67.65,0.2
72.54,0.8
68.53,0.51
76.47,0.2
65.61,1.57
66.15,0.25
66.97,0.29
,
,
,
71.05,0.27
74.68,0.4
75.6,0.33
75.61,0.05
70.7,0.84
74.04,0.38
62.03,2.9
64.1,2.32
65.86,1.95
65.87,1.86
62.32,2.69
70.08,0.69
69.22,0.05
69.66,0
,
76,0.4
73.91,0.2
75.99,0.17
74.48,0.39
,
,
,
73.56,0.37
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
75.83,0.05
75.93,0.13
65.51,0.17
75.3952711756097,0.144297169714085
72.04,0.02
70.09,0.63
67.18,1.2
,
,
,
70.75,1.1
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
74.68,0.13
75.9,0.176
68.5,0.79
69.41,0.74
70.16,0.67
70.21,0.83
70.22,0.64
70.55,0.81
70.75,0.65
71.04,0.71
71.55,0.42
71.72,0.55
72.18,0.54
72.2,0.47
72.22,0.47
72.53,0.45
72.74,0.41
68.05,0.38
67.09,0.35
69.32,0.57
70.91,0.26
70.28,0.56
71.97,0.51
70.96,0.53
69.02,0.98
73.02,0.35
72.05,0.48
78.2,0.1
75.84,0.11
76.5,0.2
75.5,0.22
75.7,0.13
72.4,0.35
71.9,0.59
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
12.21,0.42
69.82,0.62
70.42,0.61
77.37,0.05
74,0.22
75.61,0.17
75.3,0.11
,
,
,
73,0.67
61.53,1.43
72.56,
75.48,
74.28,
75.14,0.56
73.68,0.35
68.37,1.23
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
63.7,1.72
68.1,0.09
,
76.7,0.08
73.5,0.36
77.3,0.03
75.7,0.18
64.72,1.32
74.03,0.54
67.88,0.86
71.2,0.73
74.35,0.27
74.8,0.25
74.09,0.26
70.9,0.29
69.84,1.29
72.72,0.87
73.72,0.6
70.78,1.53
76.92,0.51
72.78,0.43
73.98,0.18
72.93,0.8
76.55,0.22
,
76.09,0.25
75.37,0.22
76.83,0.26
68.09,0.77
74.63,0.48
75.37,0.28
75.17,0.04
76.98,0.01
74.65,0.02
75.62,0.02
75.74,0.01
76.22,0.02
74.98,0.04
75.36,0.03
75.38,0.02
75.42,0.04
75.48,0.04
75.7,0.03
,
,
,
,
72.74,0.28
71.95,0.32
73.1,0.26
75.26,0.08
74.54,0.25
74.44,0.26
75.24,0.2
75.35,0.25
,
76.52,0.02
76.58,0.03
77.1,0.03
75.24,0.07
75.08,0.12
74.56,0.12
76.24,0.11
76.11,0.05
76.01,0.02
76.14,0.06
76.17,0.04
75.75,0.04
71.45,0.18
71.09,0.22
72.32,0.16
75.01,0.09
78.53,0.29
69.34,0.45
76.02,0.26
78.39,0.05
77.88,0.17
78.6,0.18
48.54,5.79
70.58,0.43
73.88,0.13
,
,
,
,
,
,
,
73.2,0.6
,
75.44,0.22
74.27,0.04
75.34,0.021
73.15,0.27
75.24,0.15
76.03,0.13
75.75,0.15
70.6,1.49
72.6,0.25
,
,
,
,
,
,
,
,
,
,
67.67,1.13
68.18,0.73
70.68,0.57
72.49,0.47
52.32,4.39
68.67,1.12
75.13,0.12
71.13,0.32
72.42,0.24
70.36,0.25
76.41,0.11
65.29,0.24
76.43,0.12
76.68,0.21
77.31,0.05
76.9,0.19
72.06,0.26
75.14,0.22
75.95,0.08
72.39,0.24
75.06,0.23
73.63,0.3
74.46,0.12
75.03,0.25
75.17,0.29
73.27,0.47
72.83,0.54
73.03,0.43
66.97,0.82
73.95,0.28
76.25,0.07
77.55,0.03
71.59,0.23
70.88,0.52
74.41,0.11
72.49,0.47
70.36,0.25
73.27,0.47
69.91,0
,
62.68,2.47
55.87,3.29
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
74.77,0.24
76.14,0.12
73.12,0.14
73.7,0.16
74.51,0.17
74.3,0.14
75.17,0.14
72.7,0.27
72.41,1.12
74.6,0.1
73.27065,0.01857
,
,
,
,
,
,
,
73.8,0.11
,
,
,
,
,
,
,
,
,
,
,
,
,
74.17,0.51
71.5,1.28
70.09,1.08
70.28,0.84
67.13,1.54
71.47,0.93
71.97,0.56
71.94,0.82
72.79,0.77
74.11,0.44
72.05,0.61
72.12,0.55
72.59,0.54
69.99,0.95
75.49,0.4
62.77,2.38
72.78,0.5
70.01,0.77
75.2,0.43
76.7,0.57
72.52,0.37
73.55,0.59
74.91,0.28
74.43,0.39
76.5,0.32
58.25,2.69
71.49,1.07
67.23,1.15
67.76,1.01
66.44,1.22
66.8,2.31
72.28,0.6
72.54,0.37
,
70.38,0.54
70.69,0.75
75.81,0.88
67.31,0.27
69.91,0.31
74.86,0.31
73.78,0.19
73.33,0.22
,
,
,
68.58,0.51
,
69.47,0.65
66,1.3
68.08,1.62
76.99,0.15
74.06,0.14
74.53,0.14
73.82,0.2
77.98,0.15
73.57,0.26
76.51,0.18
74.03,0.53
74.31,0.47
71.8,0.5
73.83,0.31
75.09,0.15
75.09,0.19
74.83,0.23
73.7,0.25
74.59,0.18
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
70.89,0.55
72.53,0.08
72.74,0.07
74.15,0.08
75.34,0.05
75.27,0.04
76.21,0.04
72.19,0.46
72.94,0.52
73.78,0.28
74.67,0.3
73.85,0.27
75.1,0.18
73.51,0.23
76.53,0.14
75.49,0.2
74.66,0.36
73.71,0.31
75.52,0.22
74.35,0.3
,
,
,
75.12,0.9
72.86,0.03
,
74.51,0.3
76.72,0.22
75.54,0.18
75.13,0.12
75.82,0.1
69.99,0.95
71.21,0.88
73.66,0.42
74.11,0.33
74.59,0.37
72.38,0.38
72.49,0.57
72.84,0.54
72.91,0.45
74.14,0.44
74.96,0.39
69.99,0.42
70.84,0.71
71.22,0.48
71.69,0.59
71.96,0.39
72.49,0.62
73.39,0.34
67,1.14
69.53,0.99
69.14,0.34
71.79,0.42
74.17,0.25
75.28,0.48
74.61,0.37
75.48,0.45
68.22,1.1
76.14,0.48
74.5,0.36
67.88,0.71
73.91,0.51
70.15,0.77
70.82,0.84
70.8,0.94
72.56,0.7
74.38,0.04
75.44,0.03
75.7,0.08
75.79,0.05
,
,
,
,
,
,
,
,
,
70,0.58
76.54,0.07
74.45,0.08
75.8,0.07
60.61,1.94
62.34,2.22
76.73,0.87
72.17,1.03
68.3,0.36
71.65,0.51
72.04,0.37
65.11,1.79
69.97,1.02
69.08,0.91
58.87,1.71
75.63,0.04
73.99,0.18
76.68,0.41
45.8,6.44
75.4,0.19
74.9,0.06
76.3,0.08
76.4,0.07
72.8,0.51
73.66,0.29
72.42,0.45
76.16,0.06
75.05,0
72.22,0.58
70.32,0.68
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
76.58,0.06
62.01,1.22
,
,
,
,
,
,
67.66,1.9
67.91,1.83
68.14,1.7
70.99,1.69
67.34,1.83
67.17,1.81
67,1.9
67.5,1.79
67,1.77
66.7,1.52
68.4,1.73
67.5,1.77
66.2,1.76
68.8,1.93
68.8,1.93
67.99,
70.02,0.381
70.46,1.44
77.31,0.04
74.33,0.17
73.74,0.16
72.06,0.72
72.85,0.2
75.62,0.14
76.26,0.06
74.61,0.27
74.45,0.13
75.34,0.17
71.41,0.43
70.97,0.88
71.96,0.48
72.12,0.32
72.47,0.33
72.48,0.43
73.08,0.33
73.15,0.35
73.72,0.8
73.89,0.13
76.02,0.57
76.52,0.07
74.96,0.39
72.12,0.06
72.5,0.39
72.12,0.06
72.82,0.06
73.04,0.22
72.36,0.28
76.13,0.2
77.18,0.13
75.53,0.28
70.47,0.36
70.67,0.16
69.93,0.45
65.36,0.17
75.72,0.02
75.46,0.16
73.84,0.29
75.87,0.35
73.9,0.07
75.55,0.19
68.01,0.39
73.11,0.05
71.11,0.52
70.3,0.01
78.21,0
59.25,1.72
70.1,0.69
67.81,2.25
72.14,0.39
71.76,0.69
70.12,0.85
72.71,0.29
72.06,0.36
75.64,0.23
69.18,0.65
74.26,0.16
74.17,0.19
64.71,1.92
71.95,0.44
,
66.04,1.1
,
67.15,1.33
64.84,1.67
70.52,0.79
66.71,2.24
63.69,2.77
60.29,4.5
72.24,0.2
71.43,0.3
70.75,0.56
64.77,1.47
71.06,0.64
68.75,0.85
67.4,0.91
76.14,0.04
75.55,0.08
76.29,0.08
73.54,0.26
72.24,0.22
72.9,0.48
,
75.21,0.2
72.06,0.27
,
63.02,2.2
66.79,1.16
,
73.4,0.22
,
62.58,2.27
69.56,0.48
70.95,0.65
74.1,0.4
70.24,0.63
75.06,0.02
61.46,2.82
54.32,5.57
47.53,8
53.46,7.98
77.05,0.02
69.56,0.91
66.62,1.79
66.82,1.42
70.12,0.76
70.91,0.72
69.35,1.07
74.13,0.21
74.28,0.11
76.53,0.3
74.05,0.16
73.75,0.69
72.05,0.6
74.54,0.56
72.25,0.25
71.9,0.11
75.3,0.05
,
,
,
,
,
,
71.04,0.19
49.96,4.92
76.37,0.11
76.78,0.08
76.11,0.1
75.25,0.25
74.4,0.18
75.6,0.08
75.7,0.2
,
,
71.9,0.03
74,0
67.2,1.74
77.19,0.06
74.23,0.23
71.29,0.79
,
74.82,0.24
74.5,0.79
72.97,0.34
70.85,0.51
72.88,0.47
,
76.23,0.22
67.23,0.69
75.29,0.27
55.26,3.54
69.96,1.01
76.33,0.24
68.26,0.87
66.54,1.28
71,0.97
70.6,0.43
68.53,0.95
72.21,0.8
71.86,0.15
71.7,0.14
73.22,0.15
74.24,0.15
72.89,0.15
72.7,0.15
75.23,0.18
77.67,0.05
77.88,0.05
77.81,0.08
76.76,0.07
77.99,0.08
77.24,0.05
78.22,0.07
77.02,0.07
75.45,0.38
69.455872,0.746496
68.334525,1.374258
68.226562,1.158332
67.249,1.231
75.559,0.046
75.670964,0.054486
76.917,0.01
76.356608,0.01
75.37529,0.05656
77.613,0.01
69.47,0.88
69.47,0.88
68.18,0.48
65.08,1.19
69.9,0.2
72.68,
70.97,1.06
70.52,0.66
66.6,0.8
67.4,1.1
73.9,0.3
76.11,0.6
74.9,0.3
71.8,0.35
72.2,0.25
75.22,0.09
76.05,0.12
72.8,0.3
77.52,0.16
71.14,0.28
71.89,1.54
68.35,1.59
71.78,1.045
69.81,1.05
61.17,3.22
63.98,2.32
64.82,2.08
76.05,0.34
68.72,1.15
74.2,0.32
75.73,
74.11,
74.9,0.47
75.36,0.13
66.8,2.01
65.84,2.1
66.49,2.3
67.33,2.16
67.34,2.16
70.7,0.83
67.25,2.32
,
,
68.23,0
61.6,0.33
73.18,0
73.58,0
69.87,0
74.89,0
71.63,0
68.39,0.22
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
66.1399993896484,1.3400000333786
67.42,1.22
67.6600036621094,1.46000003814697
68.1399993896484,1.17999994754791
68.24,1.28
68.5899963378906,1.22000002861023
68.9100036621094,2.44000005722046
69.3600006103516,1.47000002861023
70.32,0.53
71.8099975585938,1.03999996185303
71.52,0.88
72.6399993896484,0.370000004768372
73.08,0.46
73.5199966430664,0.519999980926514
71.8,0.7
76.69,0.1
69.01,0.83
71.58,0.43
64.24,2.99
63.94,2.07
71.35,0.47
76.12,0.03
76.81,0.05
76.47,0.04
76.85,0.05
76.76,0.07
70.3,0.66
68.1,1.46
67.3,1.39
68.6,0.91
65.6,1.29
,
,
,
61.09,1.51
60.09,1.98
66.17,1.63
,
70.48,1.06
69.02,0.63
72.94,0.44
68.6,0.87
67.31,1.19
68.7,1.25
67.44,1.13
71.05,0.44
72.11,0.27
71.58,0.33
68,1.04
68.3,1.01
67.1,1.26
70.9,0.48
75.8,0.2
71.8,0.44
67.37,1.13
71.66,0.46
75.94,0
75.92,0.18
,
,
,
,
,
,
72.51,1.25
67.34,1.6
68.95,1.11
73.57,1.01
76.77,0.39
77.56,0.39
,
63.79,2.36
71.76,0.27
75.35,0.26
76.77,0.15
,
69.93,0.76
75.16,0.18
73.33,0.35
71.68,0.43
74.8,0.11
75.17,0.04
74.21,0.3
75.26,0.08
74.67,0.14
74.78,0.17
,
,
,
,
,
,
65.29,1.62
68.58,0.94
68.35,0.84
68.74,0.87
73.4,0.43
72.04,0.48
77.65,0.05
,
71.49,0.81
70.12,1.29
73.14,0.75
,
,
,
73.83,2.28
72.67,0.21
72.99,1.43
74.56,0.42
72.87,0.32
76.28,0.22
76.41,0.23
74.03,0.55
74.89,0.27
74.52,0.28
,
,
,
71.43,0.16
73.83,0.23
78.14,0.06
66.54,1.58
67.24,1.64
73.48,0.51
62.94,2.11
67.91,1.76
63.38,2
74.77,0.07
75.03,0.04
74.32,0.09
75.76,0.03
75.81,0.02
76.13,0.04
,
,
,
,
,
,
75,0.55
71.52,0.23
73.5,0.54
76.15,0.45
75.8,0.3
72.5,0.3
63.43,1.38
68.13,1.29
69.56,1.26
69.58,1.22
69.98,1.27
69.61,1.2
68.65,1.23
69.95,1.23
67.3,1.17
68.01,1.26
67.37,1.26
70.32,0.97
72.26,1.06
71.06,1.06
70.64,1.09
70.95,1.35
69.86,1.34
72.06,1.06
71.7,1.02
70.68,0.98
71.9,0.87
70.49,1.28
,
71.52,0.58
69.61,0.54
70.52,0.52
69.76,0.52
69.53,0.71
71.22,0.51
70.23,0.43
73.09,0.22
67.91,0.47
73.82,0.4
71.12,0.46
73.08,0.23
63.5,2.1
75.14,0.16
77.37,0.05
67.56,0.76
63.89,2.47
66.9,2.26
72.16,0.42
66.89,1.5
67.98,0.25
76.09,0.23
72.01,0.19
63.61,0.52
65.12,0.17
77.06,0.09
76.35,0.07
76.09,0.15
74.09,0.25
74.53,0
51.16,4.05
68.04,1.04
70.41,1.35
68.96,0.97
73.98,0.19
74.63,0.18
74.73,0.2
73.58,0.2
,
63.51,2.21
76.42,0.09
71.89,0.31
74.89,0.17
76.55,0.15
69.23,0.31
72.11,0.26
73.3,0.25
69.37,0.26
73.61,
73.55,0.1
76.6,0.08
76.7,0.09
76.6,0.09
78.4,0.15
76.4,0.14
75.2,0.14
,
,
,
,
,
73.66,0.27
74.74,0.3
76.05,0.14
75.92,0.15
72.96,0.33
73.96,0.09
68.34,1.94
68.34,1.94
71.52,0.5
70.9,0.46
64.6,1.55
70.8498890551628,1.35197894628206
74.6389992581828,0.304856361844178
74.7076576806998,0.31715177246918
70.4,1.55
70.0254910781227,0.789723596741141
71.9982097082638,0.549294055417667
76.0390769262511,0.319795330988168
71.5962820422968,0.650063635135533
,0.83
,0.53
,0.3
,0.33
,2.82
,0.6
,
,
68.5,1.32
69.2,1.08
71.1,0.65
70.6,0.65
70.8,0.61
76,0.02
75.3,0.2
75.3,0.14
,
,
,
,
,
,
,
70.56,0.6
65.17,1.3
75.12,0.19
69.28,0.75
72.15,0.39
,
73.49,0.04
66.22,0.02
74.46,0.01
69.11,0.03
74.41,0.03
73.76,0.03
75.64,0.18
74.92,0.18
75.11,0.21
73.99,0.21
73.63,0.21
72.7,0.23
73.05,0.21
73.62,0.22
74.08,0.22
73.14,0.25
70.57,0.76
71.87,0.46
73.16,0.41
70.36,0.67
69.67,0.81
,
,
69.85,
69.81,
67.93,1.13
67.46,1.21
69.99,0.78
68.61,1.03
68.67,1.06
67.58,1.1
69.79,0.91
68.84,0.99
68.41,0.93
71.26,0.77
67.02,1.1
67.96,1.02
70.93,0.85
69.16,0.96
68.81,1.17
54.16,2.92
70.05,1.06
69.36,0.78
67.35,1.27
56.98,2.79
65.45,1.45
66.4,1.19
68.59,1.26
69.79,0.9
66.81,1.17
69.97,0.81
67.18,1.31
67.22,1.49
67.94,1.18
66.79,1.75
59.04,4.86
67.79,1.19
66.25,1.59
68.29,1.26
57.42,3.05
65.64,1.5
58.19,2.79
68.2,1.15
68.97,1.04
69.95,1.06
65.31,1.85
65.16,2.05
56.63,5.49
67.69,1.32
65.8,1.79
69.71,1.09
75.76,0.23
78.15,0.06
77.72,0.08
77.71,0.11
76.89,0.07
76.3,0.14
77.64,0.01
77.6,0.03
69.17,0.6
74.12,0.44
70.55,0.41
70.34,0.35
72.64,0.04
69.02,0.04
76.72,0.02
75.59,0.01
69.75,0.06
69.95,0.41
70.47,0.09
71.84,0.15
73.26,0.11
73.3,0.05
73.75,0.02
73.99,0.02
75.85,0.01
76.33,0.04
76.81,0.02
64.37,1.3
56.41,4.11
66.3,1.58
,
70.62,0.7
72.89,0.33
66.12,0.88
,
,
67.8,1.48
61.2,3.3
63.7,2.59
67.4,1.42
67.7,1.52
68.2,1.42
68.5,1.4
73.4,0.66
70.04,0.23
68.67,0.69
70.87,0.49
73.16,0.26
70.34,1.31
71.2,0.66
73.41,0.56
70.95,0.8
71.54,0.62
72.94,0.6
70.77,0.7
71.56,0.47
64.44,1.52
64.46,1.33
63.58,1.14
,
76.64,0.16
67.66,0.06
67.83,0.08
75.89,0.1
54.42,5.41
72.1,0.49
73,0.4
72.95,0.26
76.27,0.11
78.6,0.31
76.26,0.22
62.61,3.37
74.31,0.77
66.59,1.5
67.65,1.52
48.37,8.06
72.85,0.24
72.41,0.23
68.52,0.58
,
72.99,0.28
74.89,0.33
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
73.87,0.29
71.03,0.75
,
71.89,1.47
74.89,1.78
,
,
,
,
,
,
,
61.08,3.17
,
74.04,0.77
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
68.6,1.1
67.4,0.33
,
68.87,0.45
75.53,0.07
75.84,0.02
75.87,0.06
74.57,0.03
75.3,
67,1.54
63.54,3.19
64.84,2.45
65.37,2.27
75.99,0.05
73.89,0.15
74.4,0.13
79.18,0.06
75.37,0.1
,
,
,
,
,
,
68.3,1.57
68.58,1.61
68.06,1.69
70.12,0.99
69.74,0.94
70.41,0.52
,
,
,
72.99,0.35
71.7,0.51
72.94,0.27
73.48,0.2
74.03,0.25
74.04,0.15
74.75,0.15
,
,
66.65,1.9
66.19,0.74
74.59,0.06
70.88,0.43
74.21,0.23
76.37,0.87
67.9,0.37
70.7,0.4
73.23,0.6
75.57,0.44
75.57,0.44
,
,
,
72.15,1.24
73.26,0.92
73.36,1.33
72.9,1.16
73.2,1.35
73.67,0.94
73.63,0.3
74.48,0.17
74.38,0.2
75.24,0.17
73.41,0.66
72.63,0.4
75.57,0.47
69.12,1.15
68.3,1.19
75.07,0.44
71.42,0.79
,
,
,
74.25,0.59
68.9,0.93
72.74,0.29
73.24,0.45
73.32,0.41
74.79,0.38
75.94,0.02
,
75.75,0.65
74.02,1.08
74.22,0.32
69.02,1.43
69.91,0.1
70.9,0.09
72.2,0.16
74.05,0.05
74.7,0.18
72.18,0.14
72.65,0.1
73.2,0.14
74.5,0.04
73.2,0.1
73.4,0.1
74.01,0.11
74.5,0.08
75.5,0.08
77.1,0.02
74.7,0.06
75.01,0.08
77.01,0.05
73.68,0.15
69.04,0.3
69.29,0.28
69.4,0.24
69.48,0.31
69.6,0.21
71,0.23
71.15,0.14
72,0.2
72.06,0.1
72.8,0.14
73.26,0
73.84,0.14
71.09,0.1
71.7,0.15
71.74,0.28
71.82,0.1
72.03,0.22
72.87,0.14
72.93,0.04
73.44,0.07
73.73,0.1
73.97,0.07
74,0.06
68.8,0.06
70.19,0.07
70.26,0.24
71.82,0.13
72.6,0.24
73.58,0.15
73.68,0.1
74.18,0.09
70,0.2
69,0.33
69,0.39
69.2,0.37
69.3,0.21
69.8,0.24
69.8,0.41
70,0.41
70.8,0.24
70.9,0.19
71,0.27
71.8,0.47
72,0.19
72.3,0.06
72.5,0.1
72.6,0.27
72.6,0.25
72.6,0.14
72.8,0.14
73.3,0.12
73.5,0.12
74,0.21
74.5,0.23
74.9,0.12
75.5,0.26
75.02,0.13
69.6,0.27
70.1,0.14
70.4,0.15
70.5,0.37
71,0.87
71.2,0.27
71.4,0.33
72,0.27
72.5,0.23
72.6,0.23
73.5,0.25
73.5,0.14
73.5,0.23
74.3,0.06
74.4,0.21
69.8,0.35
71.94,0.22
72.9,0.15
73.26,0.18
74.4,0.14
71.4,0.35
75.04,0.19
74.16,0.13
73.02,0.23
71.95,0.24
72.32,0.3
75,0.1
76.6,0.1
72.85,0.18
71.57,0.21
71.43,0.16
73.8,0.24
73,0.21
71,0.2
71.2,0.22
74.2,0.16
70.5,0.2
73.32,0.2
,
,
,
,
,
,
66.79,0.52
71.07,0.1
71.67,0.13
69.87,0.32
70.15,0.58
70.22,0.4
69.49,0.44
75.08,0.01
75.47,0.02
76.13,0.02
76.85,0.03
75.17,0.06
76.07,0.03
76.66,0.03
77.75,0.03
69.92,0.1
68.08,0.33
71.67,0.17
70.18,0.29
75.27,0.12
71.95,0.17
72.25,0.21
73.12,0.27
69.29,0.51
70.24,0.23
72.8,0.49
74.78,0.19
73.83,0.75
70.81,0.27
73.62,0.28
73.23,0.27
74.62,0.05
77.61,0.12
71.92,0.37
73.49,0.22
72.91,0.25
77.9,0.19
76.31,0.15
76.91,0.17
75.11,0.2
77.25,0.26
70.48,0.95
69.24,0.92
75.85,0.04
75.52,0.11
68.11,1.07
68,1.34
75.05,0.42
65.93,2.05
65.37,2
73.72,0.62
75.83,0.08
72.05,0.95
72.44,0.74
76.02,0.37
68.83,0.73
77.59,0.08
65.73,1.55
62.19,2.31
74.68,0.24
70.4,1.05
75.8,0.09
64.48,1.77
68.4,0.11
69.13,0.68
70.28,0.91
70.51,1.11
68.26,1.41
76.79,0.09
68.52,1
68.12,0.98
76.39,0.1
73.1,0.2
77.13,0.14
77.67,0.04
75.17,0.25
72.65,0.51
73.28,0.46
75.55,0.24
,
,
,
,
,
,
68.97,
68.34,1.65
75.6932,0
74.7003,0.0397
74.39,0.5
73.43,0.56
70.46,0.1
,
73.61,0.58
75.3,0.35
,
,
,
,
,
74.37,0.61
71.38,0.31
,
75.32,0.33
72.68,0.2
74.93,0.31
73.28,0.1
73.66,0.17
,
,
74.59,1.9
78.5,0.78
76.51,1.12
79.55,1.13
70.21,1.6
70.31,3.43
70,0.2
71.03,0.63
67.41,3.09
77.2,0.2
74.3,0.3
72.1,0.4
66.52,3.54
71.54,0.7
73.34,0.65
75.57,0.6
67.27,1.46
67.26,1.73
67.56,1.75
70.24,0.6
69.65,0.74
,
,
74.25,0.1
75.54,0.08
75.48,0.07
73.97,0.13
76.32,0.04
,
,
,
,
,
,
,
,
,
,
,
70.92,0.62
74.49,0.28
75,0.17
73.75,0.07
75.83,0.08
76.02,0.1
,
70.06,0.06
71.94,0.28
74.7,
75.8,
73.3,
76.8,
,
73.11,0.57
,
,
62.42,1.16
62.9,1.58
69.48,0.66
70.19,0.58
70.35,0.64
71.98,0.55
,
,
,
,
,
,
,
,
,
,
,
,
,
68,0.67
67.26,0.7
67.85,0.49
66.35,0.59
70.22,0.59
73.2,0.6
79.3,0
50.4,5.32
64.38,1.28
54.12,0.17
47.27,4.83
67.78,0.87
68.08,0.93
67.83,0.91
68.39,0.91
68.24,0.9
68.79,0.88
69.19,0.72
69.77,0.7
73.56,0.36
73.95,0.28
,
,
74,
73,
78,
81,
71,
76,
77,
72,
74,
75,
72,
66,
60,
70,
75,
74,
74,
74,
74,
72,
67,
69,
76,
69.28,1.57
69.56,0.91
68.93,1.19
69.23,1.27
69.37,1.15
68.74,1.04
73,
69,
74,
66,
77,
78,
73,
58,
59,
74,
59,
76,
78,
77,
78,
68,
71,
69,
56,
58,
72,
71,
70,
77,
75,
64,
80,
76,
75,
77,
74,
74,
79,
75,
75,
75,
78,
70,
76,
78,
71,
,
,
,
,
,
72.11,0.06
72.44,0.1
74.4,0.17
76.97,0.21
74.84,0.09
76.15,0.09
76.98,0.32
66.05,2.13
68.48,1.17
70.52,0.79
56.49,1.98
70.13,0.03
70.21,0.03
64.5,0.12
64.69,0.15
70.59,1.13
70.56,0.74
75.34,0.19
76.85,0.22
74.56,0.29
77.99,0.11
,
76.51,0.02
77.4,0.04
66.48,0.35
67.44,0.117
73.44,0.01
67.4,0.06
72.8,0.04
73.5,0.18
69.2,0.04
72.3,0.06
72.25,0.067
70.64,0.44
,
61,4.57
58.5,4.61
67.7,2.16
70.1,1.12
64.6,3.09
61.9,2.15
61.9,2.13
,
,
,
,
,
,
66.94,1.53
69.55,0.5
67.08,1.33
70.01,0.94
69.12,1.64
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
76.59,0.03
77.18,0.07
59.84,2.37
,
77.8,0.1
76.5,0.05
77,0.13
77.8,0.09
77.6,0.07
,
74.8,0.16
72.82,1.64
72.73,0.25
72,0.33
74.6,
73,0.44
65.29,0.69
65.87,1.33
66.04,0.91
66.66,0.62
66.82,0.64
68.38,0.49
68.85,0.37
68.98,0.37
69.03,0.58
69.34,0.47
69.56,0.38
69.63,0.38
69.89,0.45
69.98,0.31
70.04,0.34
70.53,0.34
70.68,0.28
71.68,0.31
71.79,0.24
73.02,0.13
73.13,0.14
73.81,0.09
74.65,0.14
77.01,0.05
77.25,0.01
73,0.64
71.8,0.71
71.9,0.71
71.8,0.71
71.2,0.48
75.7,0.05
74.45,0.27
72.36,0.55
62.05,1.17
62.03,0.43
62.18,0.48
61.22,2.71
63.66,2.17
77.7,0.08
74,0.14
72.14,0.15
,
,
,
72.57,0.41
71.21,0.66
71.31,0.93
72.78,0.67
71.88,0.92
71.35,1.11
75.22,0.47
62.91,0.13
71.88,0.27
72.71,0.32
75.73,0.07
72.83,0.05
68.77,0.55
,
,
,
68.58,0.38
70.76,0.55
72.3,0.48
72.5,0.47
71.2,0.6
73.8,0.44
71.6,0.48
71,0.26
70.6,0.26
70.9,0.24
70.5,0.23
70.2,0.56
70.5,0.58
71.5,0.4
69.3,0.63
69.5,0.77
67.6,1.11
69.6,0.39
71.5,0.32
68.7,0.41
70.81,1.2
,
,
74.67,0.44
75.94,0.31
71.58,0.91
72.391,0.409
73.81,0.33
72.929,0.539
70.36,0.8
72.36,0.34
72.79,0.38
76.43,0.04
70.64,0.57
71.01,0.47
70.93,0.38
72.92,0.35
70.5,0.41
74.01,0.57
,
,
,
,
,
,
,
,
,
,
,
,
,
74.76,0.056
72.052,0.252
74.141,0.297
72.518,0.291
74.072,0.242
70.666,0.456
73.19,0.209
64.209,0.666
71.111,0.265
72.286,0.266
67.199,0.939
75.218,0.068
74.794,0.084
72.616,0.356
76.106,0.114
72.802,0.209
75.976,0.103
76.24,0.091
75.004,0.084
74.7,0.12
74.8,0.14
75,0.3
72.9,0.31
71.7,0.49
67.4,0.81
67.7,0.79
72.1,0.45
75.4,0.2
74.9,0.19
72,0.38
72.4,0.36
71.198,0.342
70.859,0.42
75.89,0.034
67.96,1.207
77.096,0.096
70.756,0.249
73.28,0.371
59.14,2.311
61.019,2.196
70.302,0.474
60.843,2.104
73.215,0.24
73.344,0.169
75.01,0.084
