time,latitude,longitude,depth,magnitude,description
2010-12-28 08:34:17.100,-23.4129,-179.7154,550900.0,6.3,SOUTH OF FIJI ISLANDS
2010-12-29 06:54:22.310,-19.7784,168.1477,34900.0,6.3,VANUATU ISLANDS
2011-01-01 09:56:58.460,-26.8513,-63.2373,584300.0,7.0,SANTIAGO DEL ESTERO PROV.
2011-01-02 20:20:18.170,-38.3907,-73.3993,24400.0,7.1,NEAR COAST OF CENTRAL CHILE
2011-01-05 06:46:15.380,-22.2946,171.6835,123200.0,6.1,SOUTHEAST OF LOYALTY ISLANDS
2011-01-09 10:03:43.620,-19.2745,168.3791,20700.0,6.5,VANUATU ISLANDS
2011-01-09 17:21:53.960,-19.3639,168.2203,30000.0,6.2,VANUATU ISLANDS
2011-01-12 21:32:54.550,26.967,140.0156,524500.0,6.5,BONIN ISLANDS
2011-01-13 16:16:42.660,-20.6042,168.5854,14800.0,6.9,LOYALTY ISLANDS
2011-01-13 16:43:10.750,-20.6703,168.4717,29700.0,6.0,LOYALTY ISLANDS
2011-01-17 19:20:56.910,-5.1037,102.6023,39100.0,6.0,SOUTHERN SUMATRA
2011-01-18 11:33:44.980,2.5751,96.3816,23700.0,6.0,NORTHERN SUMATRA
2011-01-18 20:23:25.570,28.6831,63.9948,79900.0,7.2,SOUTHWESTERN PAKISTAN
2011-01-24 02:45:30.500,38.4018,72.8467,101900.0,6.1,TAJIKISTAN
2011-01-26 15:42:29.720,2.165,96.8128,23800.0,6.0,NORTHERN SUMATRA
2011-01-27 08:38:30.040,28.151,59.052,18500.0,6.2,SOUTHERN IRAN
2011-01-29 06:55:26.330,70.8684,-6.9088,6400.0,6.2,JAN MAYEN ISLAND REGION
2011-01-31 06:03:26.330,-21.9987,-175.5367,69300.0,6.0,TONGA ISLANDS
2011-02-04 13:53:46.330,24.6094,94.7347,86500.0,6.3,MYANMAR-INDIA BORDER REGION
2011-02-07 19:53:42.860,-7.0927,155.3183,414800.0,6.5,SOLOMON ISLANDS
2011-02-10 14:39:28.200,4.1297,123.0624,532800.0,6.5,CELEBES SEA
2011-02-10 14:41:59.580,4.0464,123.0339,531200.0,6.5,CELEBES SEA
2011-02-11 20:05:28.880,-36.4604,-73.1552,12800.0,6.8,NEAR COAST OF CENTRAL CHILE
2011-02-11 23:39:21.240,-37.2361,-73.4875,16500.0,6.0,NEAR COAST OF CENTRAL CHILE
2011-02-12 01:17:00.710,-37.0037,-73.1547,10000.0,6.0,NEAR COAST OF CENTRAL CHILE
2011-02-12 17:57:56.170,-20.8515,-175.5845,85900.0,6.1,TONGA ISLANDS
2011-02-14 03:40:09.250,-35.4868,-73.1011,17000.0,6.6,OFF COAST OF CENTRAL CHILE
2011-02-15 13:33:54.340,-2.4897,121.4687,26800.0,6.1,SULAWESI
2011-02-20 21:43:24.880,55.8366,162.2349,39100.0,6.2,NEAR EAST COAST OF KAMCHATKA
2011-02-21 10:57:51.760,-26.0435,178.4765,551800.0,6.5,SOUTH OF FIJI ISLANDS
2011-02-21 23:51:42.340,-43.4935,172.713,4800.0,6.1,SOUTH ISLAND
2011-02-25 13:07:26.980,17.8214,-95.1708,130600.0,6.0,OAXACA
2011-03-01 00:53:45.350,-29.6428,-112.1246,3800.0,6.1,EASTER ISLAND REGION
2011-03-06 12:31:58.500,-18.2064,-69.5006,114500.0,6.3,NORTHERN CHILE
2011-03-06 14:32:36.940,-56.3864,-27.0253,92000.0,6.5,SOUTH SANDWICH ISLANDS REGION
2011-03-06 14:32:42.100,-56.41,-26.68,101200.0,6.5,SOUTH SANDWICH ISLANDS REGION
2011-03-07 00:09:38.150,-10.3299,160.7456,44100.0,6.4,SOLOMON ISLANDS
2011-03-09 02:45:19.590,38.4407,142.9803,26200.0,7.3,NEAR EAST COAST OF HONSHU
2011-03-09 18:16:16.130,38.2797,142.7003,25000.0,6.1,NEAR EAST COAST OF HONSHU
2011-03-09 21:22:17.830,38.2992,142.8175,29400.0,6.0,NEAR EAST COAST OF HONSHU
2011-03-09 21:24:01.830,38.2422,142.8725,14700.0,6.5,NEAR EAST COAST OF HONSHU
2011-03-09 21:24:52.110,-6.1161,149.7939,51000.0,6.3,NEW BRITAIN REGION
2011-03-10 17:08:37.320,-6.8567,116.73,518600.0,6.6,BALI SEA
2011-03-11 05:46:23.200,38.2963,142.498,19700.0,9.1,NEAR EAST COAST OF HONSHU
2011-03-11 05:51:20.500,37.31,142.24,33000.0,6.8,OFF EAST COAST OF HONSHU
2011-03-11 05:54:31.460,37.5085,141.3588,35000.0,6.3,NEAR EAST COAST OF HONSHU
2011-03-11 05:55:45.180,37.2979,143.4095,35000.0,6.4,OFF EAST COAST OF HONSHU
2011-03-11 05:58:02.320,37.6702,142.0447,9500.0,6.3,OFF EAST COAST OF HONSHU
2011-03-11 06:00:35.600,38.1298,142.4987,14000.0,6.2,NEAR EAST COAST OF HONSHU
2011-03-11 06:06:10.000,39.0121,142.4312,19500.0,6.3,NEAR EAST COAST OF HONSHU
2011-03-11 06:07:20.090,36.3894,141.9685,29200.0,6.4,NEAR EAST COAST OF HONSHU
2011-03-11 06:08:32.540,38.9847,143.4632,20000.0,6.7,OFF EAST COAST OF HONSHU
2011-03-11 06:08:53.900,36.08,141.83,26000.0,6.2,NEAR EAST COAST OF HONSHU
2011-03-11 06:12:37.650,37.8839,144.3645,35000.0,6.2,OFF EAST COAST OF HONSHU
2011-03-11 06:12:59.330,37.215,141.6791,28200.0,6.2,NEAR EAST COAST OF HONSHU
2011-03-11 06:15:22.780,37.9001,143.9202,35000.0,6.3,OFF EAST COAST OF HONSHU
2011-03-11 06:15:37.570,36.2274,141.088,25400.0,7.9,NEAR EAST COAST OF HONSHU
2011-03-11 06:18:51.060,36.0692,142.1388,23000.0,6.6,OFF EAST COAST OF HONSHU
2011-03-11 06:20:02.390,36.0675,141.7291,23000.0,6.5,NEAR EAST COAST OF HONSHU
2011-03-11 06:21:29.250,38.3562,142.8821,23000.0,6.2,NEAR EAST COAST OF HONSHU
2011-03-11 06:23:05.310,39.0176,142.4578,23100.0,6.2,NEAR EAST COAST OF HONSHU
2011-03-11 06:25:50.740,38.051,144.6297,19800.0,7.6,OFF EAST COAST OF HONSHU
2011-03-11 06:29:15.390,37.8634,144.2086,35000.0,6.1,OFF EAST COAST OF HONSHU
2011-03-11 06:33:16.840,37.476,143.6188,35000.0,6.4,OFF EAST COAST OF HONSHU
2011-03-11 06:42:17.500,37.42,142.6,9000.0,6.2,OFF EAST COAST OF HONSHU
2011-03-11 06:48:45.780,37.9801,142.7408,14000.0,6.2,OFF EAST COAST OF HONSHU
2011-03-11 06:49:15.200,37.2943,144.2262,35000.0,6.1,OFF EAST COAST OF HONSHU
2011-03-11 06:57:14.920,35.7965,140.9681,33400.0,6.0,NEAR EAST COAST OF HONSHU
2011-03-11 06:58:59.370,37.3742,144.7599,30000.0,6.3,OFF EAST COAST OF HONSHU
2011-03-11 07:14:58.580,36.5753,141.8862,24700.0,6.3,NEAR EAST COAST OF HONSHU
2011-03-11 07:25:34.980,38.0131,144.6021,28400.0,6.1,OFF EAST COAST OF HONSHU
2011-03-11 07:28:11.690,36.8615,141.8863,25300.0,6.1,NEAR EAST COAST OF HONSHU
2011-03-11 07:29:00.340,38.9995,142.453,33800.0,6.3,NEAR EAST COAST OF HONSHU
2011-03-11 07:30:15.260,37.3577,141.2805,27100.0,6.0,NEAR EAST COAST OF HONSHU
2011-03-11 08:12:06.650,36.607,141.5904,34600.0,6.2,NEAR EAST COAST OF HONSHU
2011-03-11 08:15:39.510,37.0848,144.6323,24600.0,6.1,OFF EAST COAST OF HONSHU
2011-03-11 08:19:27.470,36.1862,141.6639,26000.0,6.5,NEAR EAST COAST OF HONSHU
2011-03-11 08:26:37.750,37.3842,143.0104,24000.0,6.1,OFF EAST COAST OF HONSHU
2011-03-11 08:27:48.910,38.0146,142.7355,23000.0,6.0,NEAR EAST COAST OF HONSHU
2011-03-11 08:31:07.690,37.4456,141.3108,29100.0,6.0,NEAR EAST COAST OF HONSHU
2011-03-11 08:32:57.180,39.1383,143.0244,4200.0,6.0,OFF EAST COAST OF HONSHU
2011-03-11 10:10:34.540,39.2163,142.588,28100.0,6.0,NEAR EAST COAST OF HONSHU
2011-03-11 11:36:40.030,39.2219,142.5316,18900.0,6.5,NEAR EAST COAST OF HONSHU
2011-03-11 15:13:14.510,35.9967,141.8795,19200.0,6.3,NEAR EAST COAST OF HONSHU
2011-03-11 15:20:04.030,36.368,141.9634,19000.0,6.0,NEAR EAST COAST OF HONSHU
2011-03-11 18:59:17.650,36.9993,138.542,14600.0,6.3,EASTERN HONSHU
2011-03-11 19:02:58.640,39.3263,142.9989,24200.0,6.2,NEAR EAST COAST OF HONSHU
2011-03-11 19:46:35.300,38.8,142.2,33000.0,6.5,NEAR EAST COAST OF HONSHU
2011-03-11 19:46:50.050,40.4044,139.1538,11200.0,6.2,NEAR WEST COAST OF HONSHU
2011-03-11 20:11:23.520,39.0114,142.7772,14700.0,6.1,NEAR EAST COAST OF HONSHU
2011-03-12 01:47:16.160,37.5898,142.7512,24800.0,6.5,OFF EAST COAST OF HONSHU
2011-03-12 13:15:41.150,37.2373,141.297,33800.0,6.2,NEAR EAST COAST OF HONSHU
2011-03-13 01:26:06.730,35.7263,141.7398,24000.0,6.2,NEAR EAST COAST OF HONSHU
2011-03-14 06:12:36.680,37.7805,142.5003,18800.0,6.0,OFF EAST COAST OF HONSHU
2011-03-15 13:27:56.710,37.5873,142.3382,30900.0,6.1,OFF EAST COAST OF HONSHU
2011-03-15 13:31:47.450,35.3092,138.7209,14900.0,6.0,EASTERN HONSHU
2011-03-15 15:23:54.620,40.3505,143.3831,22900.0,6.0,OFF EAST COAST OF HONSHU
2011-03-17 02:48:01.880,-17.2434,167.7566,27500.0,6.2,VANUATU ISLANDS
2011-03-17 04:13:57.610,40.1677,142.3748,37700.0,6.1,NEAR EAST COAST OF HONSHU
2011-03-20 08:26:11.110,19.0747,121.3065,39900.0,6.0,PHILIPPINE ISLANDS REGION
2011-03-22 07:18:46.480,37.216,144.0526,16400.0,6.4,OFF EAST COAST OF HONSHU
2011-03-22 09:19:05.330,37.3717,141.7926,28400.0,6.2,NEAR EAST COAST OF HONSHU
2011-03-22 09:44:29.970,39.8638,143.5386,19200.0,6.3,OFF EAST COAST OF HONSHU
2011-03-24 13:55:13.390,20.6298,99.9178,12800.0,6.8,MYANMAR
2011-03-25 11:36:24.320,38.7487,141.9932,39000.0,6.2,NEAR EAST COAST OF HONSHU
2011-03-26 22:49:43.300,-15.9229,-179.2249,22000.0,6.0,FIJI ISLANDS REGION
2011-03-27 22:23:58.720,38.3796,142.2157,19800.0,6.2,NEAR EAST COAST OF HONSHU
2011-03-29 10:54:34.020,37.4403,142.3471,19800.0,6.2,OFF EAST COAST OF HONSHU
2011-03-31 00:11:58.880,-16.5479,-177.3915,19400.0,6.4,FIJI ISLANDS REGION
2011-03-31 07:15:29.720,38.9178,142.024,41700.0,6.0,NEAR EAST COAST OF HONSHU
2011-04-01 13:29:11.510,35.7317,26.5466,75500.0,6.1,CRETE
2011-04-03 14:07:08.980,-17.6066,-178.5336,547200.0,6.4,FIJI ISLANDS REGION
2011-04-03 20:06:43.260,-9.7342,107.7693,31900.0,6.7,SOUTH OF JAVA
2011-04-07 13:11:23.430,17.2651,-94.1439,165100.0,6.7,CHIAPAS
2011-04-07 14:32:44.100,38.2513,141.7296,53200.0,7.1,NEAR EAST COAST OF HONSHU
2011-04-09 12:57:50.050,30.0156,131.8467,26200.0,6.0,KYUSHU
2011-04-11 08:16:12.690,36.9529,140.5842,13300.0,6.7,NEAR EAST COAST OF HONSHU
2011-04-11 23:08:17.090,35.4387,140.7033,16700.0,6.2,NEAR EAST COAST OF HONSHU
2011-04-13 19:57:23.840,39.5855,143.5608,16200.0,6.0,OFF EAST COAST OF HONSHU
2011-04-18 13:03:04.360,-34.286,179.9433,98100.0,6.5,SOUTH OF KERMADEC ISLANDS
2011-04-21 13:37:03.080,35.6424,140.5521,43400.0,6.2,NEAR EAST COAST OF HONSHU
2011-04-23 04:16:55.310,-10.3584,161.2473,85600.0,6.8,SOLOMON ISLANDS
2011-04-23 10:12:46.930,39.1697,142.9387,31700.0,6.0,NEAR EAST COAST OF HONSHU
2011-04-24 23:07:54.700,-4.4806,122.8642,28300.0,6.1,SULAWESI
2011-04-30 08:19:16.720,6.8511,-82.3594,10000.0,6.2,SOUTH OF PANAMA
2011-05-05 14:58:19.780,38.2011,144.1542,19700.0,6.1,OFF EAST COAST OF HONSHU
2011-05-10 08:55:12.500,-20.3347,168.2754,33400.0,6.8,LOYALTY ISLANDS
2011-05-13 22:47:55.340,10.1114,-84.1889,76800.0,6.0,COSTA RICA
2011-05-13 23:35:52.930,37.4007,141.4566,38600.0,6.1,NEAR EAST COAST OF HONSHU
2011-05-14 21:07:21.810,36.4257,70.7231,207600.0,6.0,HINDU KUSH REGION
2011-05-15 13:08:15.420,0.4584,-25.6088,18900.0,6.1,CENTRAL MID-ATLANTIC RIDGE
2011-05-15 18:37:10.890,-6.066,154.4323,46900.0,6.5,SOLOMON ISLANDS
2011-06-01 12:55:21.010,-37.5547,-73.8322,10000.0,6.3,NEAR COAST OF CENTRAL CHILE
2011-06-03 00:05:01.720,37.3045,143.9657,19600.0,6.1,OFF EAST COAST OF HONSHU
2011-06-05 11:51:13.630,-55.8442,147.235,14400.0,6.4,WEST OF MACQUARIE ISLAND
2011-06-13 02:20:50.320,-43.5042,172.7842,8700.0,6.0,SOUTH ISLAND
2011-06-13 14:31:23.400,2.5446,126.4555,66000.0,6.4,NORTHERN MOLUCCA SEA
2011-06-16 00:03:37.600,-5.8845,151.2013,26900.0,6.3,NEW BRITAIN REGION
2011-06-20 16:36:00.870,-21.771,-68.3834,126200.0,6.5,CHILE-BOLIVIA BORDER REGION
2011-06-21 02:04:16.940,-11.4834,165.4962,18700.0,6.0,SANTA CRUZ ISLANDS
2011-06-22 21:50:51.590,39.9763,142.4621,32100.0,6.7,NEAR EAST COAST OF HONSHU
2011-06-24 03:09:38.920,51.9805,-171.8201,49800.0,7.3,FOX ISLANDS
2011-06-24 06:33:05.010,-10.9263,165.9752,49800.0,6.1,SANTA CRUZ ISLANDS
2011-06-26 12:16:39.550,-2.3891,136.6608,25300.0,6.4,IRIAN JAYA REGION
2011-07-06 19:03:20.470,-29.3073,-176.2572,25400.0,7.6,KERMADEC ISLANDS REGION
2011-07-09 15:02:29.100,-29.2797,-176.9594,23800.0,6.0,KERMADEC ISLANDS REGION
2011-07-10 00:57:10.910,38.0553,143.3016,24700.0,7.0,OFF EAST COAST OF HONSHU
2011-07-11 20:47:04.890,9.5277,122.2457,21600.0,6.5,NEGROS
2011-07-15 13:26:02.850,-60.9862,-23.6628,8600.0,6.1,SOUTH SANDWICH ISLANDS REGION
2011-07-16 00:26:12.360,-33.8756,-72.1007,20500.0,6.0,OFF COAST OF CENTRAL CHILE
2011-07-16 19:59:12.930,54.7716,-161.3162,40900.0,6.2,ALASKA PENINSULA
2011-07-19 19:35:43.380,40.1562,71.5011,19500.0,6.2,TAJIKISTAN
2011-07-20 22:05:00.620,-10.3075,162.1389,30800.0,6.0,SOLOMON ISLANDS
2011-07-23 04:34:24.500,38.914,141.9221,45900.0,6.3,NEAR EAST COAST OF HONSHU
2011-07-24 18:51:24.910,37.7399,141.5594,41100.0,6.3,NEAR EAST COAST OF HONSHU
2011-07-25 00:50:50.560,-3.1908,150.7538,29700.0,6.3,NEW IRELAND REGION
2011-07-26 17:44:21.510,25.09,-109.5366,17000.0,6.0,GULF OF CALIFORNIA
2011-07-29 07:42:22.560,-23.7284,179.8252,522799.99999999994,6.7,SOUTH OF FIJI ISLANDS
2011-07-30 18:53:51.870,36.9645,141.0774,48100.0,6.4,NEAR EAST COAST OF HONSHU
2011-07-31 14:34:49.280,-17.0859,171.6788,22800.0,6.1,VANUATU ISLANDS REGION
2011-07-31 23:38:58.090,-3.5147,144.9654,19600.0,6.6,NEAR N COAST OF NEW GUINEA
2011-08-01 14:58:10.610,34.671,138.522,23100.0,6.0,NEAR S. COAST OF HONSHU
2011-08-04 13:51:36.140,48.767,154.8391,49800.0,6.1,KURIL ISLANDS
2011-08-10 23:45:43.080,-7.1029,-12.8059,11700.0,6.0,ASCENSION ISLAND REGION
2011-08-16 11:03:57.630,-2.3027,128.0362,38700.0,6.0,CERAM SEA
2011-08-17 11:44:10.600,36.788,143.7765,23100.0,6.2,OFF EAST COAST OF HONSHU
2011-08-19 03:54:26.500,-16.5461,-176.8522,405900.0,6.2,FIJI ISLANDS REGION
2011-08-19 05:36:32.900,37.6698,141.6933,48600.0,6.3,NEAR EAST COAST OF HONSHU
2011-08-20 16:55:04.090,-18.2774,168.067,34600.0,7.1,VANUATU ISLANDS
2011-08-20 17:13:06.480,-18.3179,168.0913,31500.0,6.5,VANUATU ISLANDS
2011-08-20 18:19:24.610,-18.3312,168.2258,31500.0,7.0,VANUATU ISLANDS
2011-08-22 20:12:21.270,-6.3564,104.0049,33400.0,6.1,SUNDA STRAIT
2011-08-24 17:46:11.560,-7.6203,-74.538,149300.0,7.0,PERU-BRAZIL BORDER REGION
2011-08-24 23:06:18.750,-18.2161,167.6056,18900.0,6.1,VANUATU ISLANDS
2011-08-30 06:57:41.540,-6.3592,126.7502,467200.0,6.9,BANDA SEA
2011-09-01 06:14:39.900,-12.4548,166.6817,52000.0,6.0,SANTA CRUZ ISLANDS
2011-09-02 10:55:54.990,52.1018,-171.7181,46000.0,6.9,FOX ISLANDS
2011-09-02 13:47:10.700,-28.4135,-63.136,592700.0,6.7,SANTIAGO DEL ESTERO PROV.
2011-09-03 04:48:58.780,-56.5611,-26.9231,96300.0,6.4,SOUTH SANDWICH ISLANDS REGION
2011-09-03 22:55:35.760,-20.6279,169.778,136600.0,7.0,VANUATU ISLANDS
2011-09-05 09:52:00.820,-15.2459,-173.5514,34600.0,6.2,TONGA ISLANDS
2011-09-05 17:55:12.930,3.0253,97.9991,106600.0,6.7,NORTHERN SUMATRA
2011-09-09 19:26:02.160,-49.5923,164.231,15000.0,6.0,AUCKLAND ISLANDS
2011-09-09 19:41:33.130,49.3886,-127.0648,15400.0,6.5,VANCOUVER ISLAND
2011-09-14 18:10:09.580,52.9685,172.9477,19400.0,6.0,NEAR ISLANDS
2011-09-15 07:53:23.440,-35.1395,-178.8955,42000.0,6.0,EAST OF NORTH ISLAND
2011-09-15 08:00:08.900,36.2643,141.4344,24300.0,6.2,NEAR EAST COAST OF HONSHU
2011-09-15 19:31:03.160,-21.593,-179.324,629000.0,7.3,FIJI ISLANDS REGION
2011-09-16 19:26:40.730,40.2958,142.9239,29700.0,6.7,NEAR EAST COAST OF HONSHU
2011-09-16 21:08:05.980,40.2313,143.1184,25400.0,6.0,OFF EAST COAST OF HONSHU
2011-09-18 12:40:49.580,27.8039,88.1536,29600.0,6.9,SIKKIM
2011-09-22 23:07:03.910,-15.4477,-175.0799,12700.0,6.4,TONGA ISLANDS
2011-10-07 08:58:29.360,-32.4215,-178.8015,41700.0,6.1,SOUTH OF KERMADEC ISLANDS
2011-10-13 03:16:32.090,-9.3634,114.5555,63200.0,6.2,SOUTH OF BALI
2011-10-14 03:35:15.080,-6.6259,147.9311,43200.0,6.5,EASTERN NEW GUINEA REG.
2011-10-14 06:10:14.730,54.0736,123.8139,13900.0,6.0,SOUTHEASTERN SIBERIA
2011-10-18 05:05:06.650,-5.7682,151.1049,29800.0,6.0,NEW BRITAIN REGION
2011-10-21 08:02:37.620,43.8729,142.5315,189000.0,6.2,HOKKAIDO
2011-10-21 17:57:17.310,-28.8809,-176.0332,34800.0,7.4,KERMADEC ISLANDS REGION
2011-10-23 10:41:22.010,38.7294,43.4465,7600.0,7.1,TURKEY
2011-10-23 20:45:37.020,38.5893,43.1165,10100.0,6.0,TURKEY
2011-10-27 00:15:24.420,-17.9419,-179.4302,606000.0,6.0,FIJI ISLANDS REGION
2011-10-28 18:54:34.750,-14.5572,-76.1207,29000.0,7.0,NEAR COAST OF PERU
2011-11-01 12:32:03.770,19.8381,-109.1734,30000.0,6.2,REVILLA GIGEDO ISLANDS REGION
2011-11-02 14:59:28.350,-55.1068,-128.9161,10000.0,6.2,PACIFIC-ANTARCTIC RIDGE
2011-11-07 22:35:25.320,11.6918,-85.7838,177200.0,6.0,NICARAGUA
2011-11-08 02:59:08.670,27.2502,125.7234,228200.0,6.9,NORTHEAST OF TAIWAN
2011-11-11 10:41:37.440,-55.9968,-124.3666,6400.0,6.0,SOUTHERN EAST PACIFIC RISE
2011-11-14 04:05:12.500,-0.953,126.8799,24400.0,6.4,SOUTHERN MOLUCCA SEA
2011-11-17 01:57:04.790,-1.7479,-81.7057,19600.0,6.0,OFF COAST OF ECUADOR
2011-11-22 18:48:16.290,-15.3083,-65.1634,560300.0,6.6,CENTRAL BOLIVIA
2011-11-23 19:24:32.250,37.3769,141.4629,42700.0,6.1,NEAR EAST COAST OF HONSHU
2011-11-24 10:25:34.930,41.8917,142.7973,48200.0,6.2,HOKKAIDO
