,station,network,channel,location,rate,start_time,end_time,latitude,longitude,elevation,depth,dip,azimuth
5512,NHF,NC,EHN,--,100.0,"1994/04/06,00:00:00","1996/02/08,22:00:00",38.04962,-122.52331,39.0,0.0,0.0,0.0
5513,NHF,NC,EHZ,--,100.0,"1991/08/21,23:40:00","1996/02/01,00:00:00",38.04962,-122.52331,39.0,0.0,-90.0,0.0
5514,NHF,NC,EHZ,--,100.0,"1996/02/08,22:00:00","2008/03/19,21:50:00",38.04962,-122.52331,39.0,0.0,-90.0,0.0
5515,NHF,NC,EHZ,--,100.0,"2008/03/19,21:50:00","2017/03/01,00:30:00",38.04962,-122.52331,39.0,0.0,-90.0,0.0
5516,NHF,NC,EHZ,--,100.0,"2017/03/01,00:30:00","3000/01/01,00:00:00",38.04962,-122.52331,39.0,0.0,-90.0,0.0
5517,NHF,NC,EHZ,10,100.0,"1996/02/01,00:00:00","1997/07/10,18:33:00",38.04962,-122.52331,39.0,0.0,-90.0,0.0
5518,NHF,NC,ELE,--,100.0,"1991/08/21,23:40:00","1997/07/10,18:33:00",38.04962,-122.52331,39.0,0.0,0.0,90.0
5519,NHF,NC,ELN,--,100.0,"1991/08/21,23:40:00","1997/07/10,18:33:00",38.04962,-122.52331,39.0,0.0,0.0,0.0
5520,NHF,NC,HNE,--,100.0,"1996/02/08,22:00:00","2008/03/19,21:50:00",38.04962,-122.52331,39.0,0.0,0.0,90.0
5521,NHF,NC,HNE,--,100.0,"2008/03/19,21:50:00","2017/03/01,00:30:00",38.04962,-122.52331,39.0,0.0,0.0,90.0
5522,NHF,NC,HNE,--,100.0,"2017/03/01,00:30:00","3000/01/01,00:00:00",38.04962,-122.52331,39.0,0.0,0.0,90.0
5523,NHF,NC,HNN,--,100.0,"1996/02/09,22:10:00","2008/03/19,21:50:00",38.04962,-122.52331,39.0,0.0,0.0,0.0
5524,NHF,NC,HNN,--,100.0,"2008/03/19,21:50:00","2017/03/01,00:30:00",38.04962,-122.52331,39.0,0.0,0.0,0.0
5525,NHF,NC,HNN,--,100.0,"2017/03/01,00:30:00","3000/01/01,00:00:00",38.04962,-122.52331,39.0,0.0,0.0,0.0
5526,NHF,NC,HNZ,--,100.0,"2008/03/19,21:50:00","2017/03/01,00:30:00",38.04962,-122.52331,39.0,0.0,-90.0,0.0
5527,NHF,NC,HNZ,--,100.0,"2017/03/01,00:30:00","3000/01/01,00:00:00",38.04962,-122.52331,39.0,0.0,-90.0,0.0
5528,NHF,NC,SHE,--,20.0,"1994/11/28,00:00:00","1996/02/08,22:00:00",38.04962,-122.52331,39.0,0.0,0.0,90.0
5529,NHF,NC,SHN,--,20.0,"1994/11/28,00:00:00","1996/02/08,22:00:00",38.04962,-122.52331,39.0,0.0,0.0,0.0
5530,NHF,NC,SHZ,--,20.0,"1994/11/28,00:00:00","1996/02/01,00:00:00",38.04962,-122.52331,39.0,0.0,-90.0,0.0
5531,NHF,NC,SHZ,--,20.0,"1996/02/08,22:00:00","2006/01/24,18:00:00",38.04962,-122.52331,39.0,0.0,-90.0,0.0
5532,NHF,NC,SHZ,10,20.0,"1996/02/01,00:00:00","1997/07/10,18:33:00",38.04962,-122.52331,39.0,0.0,-90.0,0.0
5533,NHF,NC,SLE,--,20.0,"1994/11/28,00:00:00","1997/07/10,18:33:00",38.04962,-122.52331,39.0,0.0,0.0,90.0
5534,NHF,NC,SLN,--,20.0,"1994/11/28,00:00:00","1997/07/10,18:33:00",38.04962,-122.52331,39.0,0.0,0.0,0.0
5535,NHM,NC,EHZ,--,100.0,"2003/01/30,23:45:00","2016/07/25,22:08:00",38.15486,-121.80438,33.0,0.0,-90.0,0.0
5536,NHM,NC,EHZ,--,100.0,"2016/07/25,22:08:00","3000/01/01,00:00:00",38.15486,-121.80438,33.0,0.0,-90.0,0.0
5537,NHM,NC,EHZ,02,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",38.15486,-121.80438,33.0,0.0,-90.0,0.0
5538,NHM,NC,EHZ,02,100.0,"1987/05/01,00:00:00","2003/01/30,23:45:00",38.15486,-121.80438,33.0,0.0,-90.0,0.0
5539,NHM,NC,HNE,--,100.0,"2003/01/30,23:45:00","2016/07/25,22:08:00",38.15486,-121.80438,33.0,0.0,0.0,90.0
5540,NHM,NC,HNE,--,100.0,"2016/07/25,22:08:00","2018/12/14,16:00:00",38.15486,-121.80438,33.0,0.0,0.0,90.0
5541,NHM,NC,HNE,--,100.0,"2018/12/14,16:00:00","3000/01/01,00:00:00",38.15486,-121.80438,33.0,0.0,0.0,90.0
5542,NHM,NC,HNN,--,100.0,"2003/01/30,23:45:00","2016/07/25,22:08:00",38.15486,-121.80438,33.0,0.0,0.0,0.0
5543,NHM,NC,HNN,--,100.0,"2016/07/25,22:08:00","2018/12/14,16:00:00",38.15486,-121.80438,33.0,0.0,0.0,0.0
5544,NHM,NC,HNN,--,100.0,"2018/12/14,16:00:00","3000/01/01,00:00:00",38.15486,-121.80438,33.0,0.0,0.0,0.0
5545,NHM,NC,HNZ,--,100.0,"2003/01/30,23:45:00","2016/07/25,22:08:00",38.15486,-121.80438,33.0,0.0,-90.0,0.0
5546,NHM,NC,HNZ,--,100.0,"2016/07/25,22:08:00","2018/12/14,16:00:00",38.15486,-121.80438,33.0,0.0,-90.0,0.0
5547,NHM,NC,HNZ,--,100.0,"2018/12/14,16:00:00","3000/01/01,00:00:00",38.15486,-121.80438,33.0,0.0,-90.0,0.0
5548,NHM,NC,SHZ,--,20.0,"2003/01/30,23:45:00","2006/01/24,18:00:00",38.15486,-121.80438,33.0,0.0,-90.0,0.0
5549,NHM,NC,SHZ,02,20.0,"1994/11/28,00:00:00","2003/01/30,23:45:00",38.15486,-121.80438,33.0,0.0,-90.0,0.0
5550,NHS,NC,EHE,--,100.0,"2005/08/11,00:00:00","2019/03/27,21:00:00",38.65652,-122.61442,1213.0,0.0,0.0,90.0
5551,NHS,NC,EHE,--,100.0,"2019/03/27,21:00:00","3000/01/01,00:00:00",38.65652,-122.61442,1213.0,0.0,0.0,90.0
5552,NHS,NC,EHN,--,100.0,"2005/08/11,00:00:00","2019/03/27,21:00:00",38.65652,-122.61442,1213.0,0.0,0.0,0.0
5553,NHS,NC,EHN,--,100.0,"2019/03/27,21:00:00","3000/01/01,00:00:00",38.65652,-122.61442,1213.0,0.0,0.0,0.0
5554,NHS,NC,EHZ,--,100.0,"2005/08/11,00:00:00","2019/03/27,21:00:00",38.65652,-122.61442,1213.0,0.0,-90.0,0.0
5555,NHS,NC,EHZ,--,100.0,"2019/03/27,21:00:00","3000/01/01,00:00:00",38.65652,-122.61442,1213.0,0.0,-90.0,0.0
5556,NHS,NC,HNE,--,100.0,"2005/08/11,00:00:00","2019/03/27,21:00:00",38.65652,-122.61442,1213.0,0.0,0.0,90.0
5557,NHS,NC,HNE,--,100.0,"2019/03/27,21:00:00","3000/01/01,00:00:00",38.65652,-122.61442,1213.0,0.0,0.0,90.0
5558,NHS,NC,HNN,--,100.0,"2005/08/11,00:00:00","2019/03/27,21:00:00",38.65652,-122.61442,1213.0,0.0,0.0,0.0
5559,NHS,NC,HNN,--,100.0,"2019/03/27,21:00:00","3000/01/01,00:00:00",38.65652,-122.61442,1213.0,0.0,0.0,0.0
5560,NHS,NC,HNZ,--,100.0,"2005/08/11,00:00:00","2019/03/27,21:00:00",38.65652,-122.61442,1213.0,0.0,-90.0,0.0
5561,NHS,NC,HNZ,--,100.0,"2019/03/27,21:00:00","3000/01/01,00:00:00",38.65652,-122.61442,1213.0,0.0,-90.0,0.0
5562,NHS,NC,SHZ,--,20.0,"2005/08/11,00:00:00","2006/01/24,18:00:00",38.65652,-122.61442,1213.0,0.0,-90.0,0.0
5563,NHV,NC,EHZ,--,100.0,"2000/09/06,20:40:00","2017/02/28,18:45:00",38.16488,-122.71296,144.0,0.0,-90.0,0.0
5564,NHV,NC,EHZ,--,100.0,"2017/02/28,18:45:00","3000/01/01,00:00:00",38.16488,-122.71296,144.0,0.0,-90.0,0.0
5565,NHV,NC,HNE,--,100.0,"2000/09/06,20:40:00","2017/02/28,18:45:00",38.16488,-122.71296,144.0,0.0,0.0,90.0
5566,NHV,NC,HNE,--,100.0,"2017/02/28,18:45:00","3000/01/01,00:00:00",38.16488,-122.71296,144.0,0.0,0.0,90.0
5567,NHV,NC,HNN,--,100.0,"2000/09/06,20:40:00","2017/02/28,18:45:00",38.16488,-122.71296,144.0,0.0,0.0,0.0
5568,NHV,NC,HNN,--,100.0,"2017/02/28,18:45:00","3000/01/01,00:00:00",38.16488,-122.71296,144.0,0.0,0.0,0.0
5569,NHV,NC,HNZ,--,100.0,"2000/09/06,20:40:00","2017/02/28,18:45:00",38.16488,-122.71296,144.0,0.0,-90.0,0.0
5570,NHV,NC,HNZ,--,100.0,"2017/02/28,18:45:00","3000/01/01,00:00:00",38.16488,-122.71296,144.0,0.0,-90.0,0.0
5571,NHV,NC,SHZ,--,20.0,"2000/09/06,20:40:00","2006/01/24,18:00:00",38.16488,-122.71296,144.0,0.0,-90.0,0.0
5572,NIM,NC,EHZ,--,100.0,"1987/02/09,00:22:00","1987/05/01,00:00:00",38.56161,-122.26537,534.0,0.0,-90.0,0.0
5573,NIM,NC,EHZ,--,100.0,"1987/05/01,00:00:00","2006/10/13,22:55:00",38.56161,-122.26537,534.0,0.0,-90.0,0.0
5574,NIM,NC,SHZ,--,20.0,"1994/11/28,00:00:00","2006/01/24,18:00:00",38.56161,-122.26537,534.0,0.0,-90.0,0.0
5575,NIMB,NC,EHZ,--,100.0,"2006/11/08,00:13:00","2012/11/15,21:53:00",38.56142,-122.2654,550.0,0.0,-90.0,0.0
5576,NKPH,NC,ACE,01,1.0,"2022/02/17,00:00:00","3000/01/01,00:00:00",38.09592,-122.94801,27.0,0.0,0.0,0.0
5577,NKPH,NC,EHZ,01,100.0,"2022/02/17,00:00:00","3000/01/01,00:00:00",38.09592,-122.94801,27.0,0.0,-90.0,0.0
5578,NKPH,NC,GAN,01,1.0,"2022/02/17,00:00:00","3000/01/01,00:00:00",38.09592,-122.94801,27.0,0.0,0.0,0.0
5579,NKPH,NC,GEL,01,1.0,"2022/02/17,00:00:00","3000/01/01,00:00:00",38.09592,-122.94801,27.0,0.0,0.0,0.0
5580,NKPH,NC,GLA,01,1.0,"2022/02/17,00:00:00","3000/01/01,00:00:00",38.09592,-122.94801,27.0,0.0,0.0,0.0
5581,NKPH,NC,GLO,01,1.0,"2022/02/17,00:00:00","3000/01/01,00:00:00",38.09592,-122.94801,27.0,0.0,0.0,0.0
5582,NKPH,NC,GNS,01,1.0,"2022/02/17,00:00:00","3000/01/01,00:00:00",38.09592,-122.94801,27.0,0.0,0.0,0.0
5583,NKPH,NC,GPL,01,1.0,"2022/02/17,00:00:00","3000/01/01,00:00:00",38.09592,-122.94801,27.0,0.0,0.0,0.0
5584,NKPH,NC,HNE,01,100.0,"2022/02/17,00:00:00","3000/01/01,00:00:00",38.09592,-122.94801,27.0,0.0,0.0,90.0
5585,NKPH,NC,HNE,20,200.0,"2022/02/17,00:00:00","3000/01/01,00:00:00",38.09592,-122.94801,27.0,0.0,0.0,90.0
5586,NKPH,NC,HNN,01,100.0,"2022/02/17,00:00:00","3000/01/01,00:00:00",38.09592,-122.94801,27.0,0.0,0.0,0.0
5587,NKPH,NC,HNN,20,200.0,"2022/02/17,00:00:00","3000/01/01,00:00:00",38.09592,-122.94801,27.0,0.0,0.0,0.0
5588,NKPH,NC,HNZ,01,100.0,"2022/02/17,00:00:00","3000/01/01,00:00:00",38.09592,-122.94801,27.0,0.0,-90.0,0.0
5589,NKPH,NC,HNZ,20,200.0,"2022/02/17,00:00:00","3000/01/01,00:00:00",38.09592,-122.94801,27.0,0.0,-90.0,0.0
5590,NKPH,NC,LCE,01,1.0,"2022/02/17,00:00:00","3000/01/01,00:00:00",38.09592,-122.94801,27.0,0.0,0.0,0.0
5591,NKPH,NC,LCQ,01,1.0,"2022/02/17,00:00:00","3000/01/01,00:00:00",38.09592,-122.94801,27.0,0.0,0.0,0.0
5592,NKPH,NC,VCO,01,1.0,"2022/02/17,00:00:00","3000/01/01,00:00:00",38.09592,-122.94801,27.0,0.0,0.0,0.0
5593,NKPH,NC,VDT,01,1.0,"2022/02/17,00:00:00","3000/01/01,00:00:00",38.09592,-122.94801,27.0,0.0,0.0,0.0
5594,NKPH,NC,VEC,01,1.0,"2022/02/17,00:00:00","3000/01/01,00:00:00",38.09592,-122.94801,27.0,0.0,0.0,0.0
5595,NKPH,NC,VEI,01,1.0,"2022/02/17,00:00:00","3000/01/01,00:00:00",38.09592,-122.94801,27.0,0.0,0.0,0.0
5596,NKPH,NC,VPB,01,1.0,"2022/02/17,00:00:00","3000/01/01,00:00:00",38.09592,-122.94801,27.0,0.0,0.0,0.0
5597,NLB,NC,ACE,01,1.0,"2021/06/16,00:00:00","3000/01/01,00:00:00",38.7427,-122.55306,371.0,0.0,0.0,0.0
5598,NLB,NC,EHZ,01,100.0,"2019/07/24,00:00:00","2021/06/16,00:00:00",38.7427,-122.55306,371.0,0.0,-90.0,0.0
5599,NLB,NC,EHZ,01,100.0,"2021/06/16,00:00:00","3000/01/01,00:00:00",38.7427,-122.55306,371.0,0.0,-90.0,0.0
5600,NLB,NC,GAN,01,0.0167,"2019/07/24,00:00:00","2021/06/16,00:00:00",38.7427,-122.55306,371.0,0.0,0.0,0.0
5601,NLB,NC,GAN,01,1.0,"2021/06/16,00:00:00","3000/01/01,00:00:00",38.7427,-122.55306,371.0,0.0,0.0,0.0
5602,NLB,NC,GEL,01,1.0,"2021/06/16,00:00:00","3000/01/01,00:00:00",38.7427,-122.55306,371.0,0.0,0.0,0.0
5603,NLB,NC,GLA,01,1.0,"2021/06/16,00:00:00","3000/01/01,00:00:00",38.7427,-122.55306,371.0,0.0,0.0,0.0
5604,NLB,NC,GLO,01,1.0,"2021/06/16,00:00:00","3000/01/01,00:00:00",38.7427,-122.55306,371.0,0.0,0.0,0.0
5605,NLB,NC,GNS,01,0.0167,"2019/07/24,00:00:00","2021/06/16,00:00:00",38.7427,-122.55306,371.0,0.0,0.0,0.0
5606,NLB,NC,GNS,01,1.0,"2021/06/16,00:00:00","3000/01/01,00:00:00",38.7427,-122.55306,371.0,0.0,0.0,0.0
5607,NLB,NC,GPL,01,0.0167,"2019/07/24,00:00:00","2021/06/16,00:00:00",38.7427,-122.55306,371.0,0.0,0.0,0.0
5608,NLB,NC,GPL,01,1.0,"2021/06/16,00:00:00","3000/01/01,00:00:00",38.7427,-122.55306,371.0,0.0,0.0,0.0
5609,NLB,NC,GST,01,0.0167,"2019/07/24,00:00:00","2021/06/16,00:00:00",38.7427,-122.55306,371.0,0.0,0.0,0.0
5610,NLB,NC,HNE,01,100.0,"2019/07/24,00:00:00","2021/06/16,00:00:00",38.7427,-122.55306,371.0,0.0,0.0,90.0
5611,NLB,NC,HNE,01,100.0,"2021/06/16,00:00:00","3000/01/01,00:00:00",38.7427,-122.55306,371.0,0.0,0.0,90.0
5612,NLB,NC,HNE,20,200.0,"2021/06/16,00:00:00","3000/01/01,00:00:00",38.7427,-122.55306,371.0,0.0,0.0,90.0
5613,NLB,NC,HNN,01,100.0,"2019/07/24,00:00:00","2021/06/16,00:00:00",38.7427,-122.55306,371.0,0.0,0.0,0.0
5614,NLB,NC,HNN,01,100.0,"2021/06/16,00:00:00","3000/01/01,00:00:00",38.7427,-122.55306,371.0,0.0,0.0,0.0
5615,NLB,NC,HNN,20,200.0,"2021/06/16,00:00:00","3000/01/01,00:00:00",38.7427,-122.55306,371.0,0.0,0.0,0.0
5616,NLB,NC,HNZ,01,100.0,"2019/07/24,00:00:00","2021/06/16,00:00:00",38.7427,-122.55306,371.0,0.0,-90.0,0.0
5617,NLB,NC,HNZ,01,100.0,"2021/06/16,00:00:00","3000/01/01,00:00:00",38.7427,-122.55306,371.0,0.0,-90.0,0.0
5618,NLB,NC,HNZ,20,200.0,"2021/06/16,00:00:00","3000/01/01,00:00:00",38.7427,-122.55306,371.0,0.0,-90.0,0.0
5619,NLB,NC,LCE,01,0.0167,"2019/07/24,00:00:00","2021/06/16,00:00:00",38.7427,-122.55306,371.0,0.0,0.0,0.0
5620,NLB,NC,LCE,01,1.0,"2021/06/16,00:00:00","3000/01/01,00:00:00",38.7427,-122.55306,371.0,0.0,0.0,0.0
5621,NLB,NC,LCQ,01,0.0167,"2019/07/24,00:00:00","2021/06/16,00:00:00",38.7427,-122.55306,371.0,0.0,0.0,0.0
5622,NLB,NC,LCQ,01,1.0,"2021/06/16,00:00:00","3000/01/01,00:00:00",38.7427,-122.55306,371.0,0.0,0.0,0.0
5623,NLB,NC,VCO,01,0.0167,"2019/07/24,00:00:00","2021/06/16,00:00:00",38.7427,-122.55306,371.0,0.0,0.0,0.0
5624,NLB,NC,VCO,01,1.0,"2021/06/16,00:00:00","3000/01/01,00:00:00",38.7427,-122.55306,371.0,0.0,0.0,0.0
5625,NLB,NC,VDT,01,0.0167,"2019/07/24,00:00:00","2021/06/16,00:00:00",38.7427,-122.55306,371.0,0.0,0.0,0.0
5626,NLB,NC,VDT,01,1.0,"2021/06/16,00:00:00","3000/01/01,00:00:00",38.7427,-122.55306,371.0,0.0,0.0,0.0
5627,NLB,NC,VEC,01,0.0167,"2019/07/24,00:00:00","2021/06/16,00:00:00",38.7427,-122.55306,371.0,0.0,0.0,0.0
5628,NLB,NC,VEC,01,1.0,"2021/06/16,00:00:00","3000/01/01,00:00:00",38.7427,-122.55306,371.0,0.0,0.0,0.0
5629,NLB,NC,VEI,01,0.0167,"2019/07/24,00:00:00","2021/06/16,00:00:00",38.7427,-122.55306,371.0,0.0,0.0,0.0
5630,NLB,NC,VEI,01,1.0,"2021/06/16,00:00:00","3000/01/01,00:00:00",38.7427,-122.55306,371.0,0.0,0.0,0.0
5631,NLB,NC,VPB,01,0.0167,"2019/07/24,00:00:00","2021/06/16,00:00:00",38.7427,-122.55306,371.0,0.0,0.0,0.0
5632,NLB,NC,VPB,01,1.0,"2021/06/16,00:00:00","3000/01/01,00:00:00",38.7427,-122.55306,371.0,0.0,0.0,0.0
5633,NLH,NC,BNE,--,20.0,"1996/10/18,17:30:00","2000/07/12,00:00:00",38.12281,-122.14922,180.0,0.0,0.0,90.0
5634,NLH,NC,BNN,--,20.0,"1996/10/18,17:30:00","2000/07/12,00:00:00",38.12281,-122.14922,180.0,0.0,0.0,0.0
5635,NLH,NC,EHE,--,100.0,"2007/06/27,23:45:00","2019/03/25,21:00:00",38.12281,-122.14922,180.0,0.0,0.0,90.0
5636,NLH,NC,EHE,--,100.0,"2019/03/25,21:00:00","3000/01/01,00:00:00",38.12281,-122.14922,180.0,0.0,0.0,90.0
5637,NLH,NC,EHN,--,100.0,"2007/06/27,23:45:00","2019/03/25,21:00:00",38.12281,-122.14922,180.0,0.0,0.0,0.0
5638,NLH,NC,EHN,--,100.0,"2019/03/25,21:00:00","3000/01/01,00:00:00",38.12281,-122.14922,180.0,0.0,0.0,0.0
5639,NLH,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",38.12281,-122.14922,180.0,0.0,-90.0,0.0
5640,NLH,NC,EHZ,--,100.0,"1987/05/01,00:00:00","1996/10/18,22:30:00",38.12281,-122.14922,180.0,0.0,-90.0,0.0
5641,NLH,NC,EHZ,--,100.0,"1996/10/18,23:30:00","2007/06/27,23:45:00",38.12281,-122.14922,180.0,0.0,-90.0,0.0
5642,NLH,NC,EHZ,--,100.0,"2007/06/27,23:45:00","2019/03/25,21:00:00",38.12281,-122.14922,180.0,0.0,-90.0,0.0
5643,NLH,NC,EHZ,--,100.0,"2019/03/25,21:00:00","3000/01/01,00:00:00",38.12281,-122.14922,180.0,0.0,-90.0,0.0
5644,NLH,NC,HNE,--,100.0,"1996/10/18,17:30:00","2007/06/26,18:22:00",38.12281,-122.14922,180.0,0.0,0.0,90.0
5645,NLH,NC,HNE,--,100.0,"2007/06/27,23:45:00","2019/03/25,21:00:00",38.12281,-122.14922,180.0,0.0,0.0,90.0
5646,NLH,NC,HNE,--,100.0,"2019/03/25,21:00:00","3000/01/01,00:00:00",38.12281,-122.14922,180.0,0.0,0.0,90.0
5647,NLH,NC,HNN,--,100.0,"1996/10/18,17:30:00","2007/06/26,18:22:00",38.12281,-122.14922,180.0,0.0,0.0,0.0
5648,NLH,NC,HNN,--,100.0,"2007/06/27,23:45:00","2019/03/25,21:00:00",38.12281,-122.14922,180.0,0.0,0.0,0.0
5649,NLH,NC,HNN,--,100.0,"2019/03/25,21:00:00","3000/01/01,00:00:00",38.12281,-122.14922,180.0,0.0,0.0,0.0
5650,NLH,NC,HNZ,--,100.0,"2007/06/27,23:45:00","2019/03/25,21:00:00",38.12281,-122.14922,180.0,0.0,-90.0,0.0
5651,NLH,NC,HNZ,--,100.0,"2019/03/25,21:00:00","3000/01/01,00:00:00",38.12281,-122.14922,180.0,0.0,-90.0,0.0
5652,NLH,NC,SHZ,--,20.0,"1994/11/28,00:00:00","1996/10/18,22:30:00",38.12281,-122.14922,180.0,0.0,-90.0,0.0
5653,NLH,NC,SHZ,--,20.0,"1996/10/18,23:30:00","2006/01/24,18:00:00",38.12281,-122.14922,180.0,0.0,-90.0,0.0
5654,NLL,NC,EHZ,01,100.0,"2020/03/04,00:00:00","3000/01/01,00:00:00",38.85146,-122.26834,716.0,0.0,-90.0,0.0
5655,NLL,NC,HNE,01,100.0,"2020/03/04,00:00:00","3000/01/01,00:00:00",38.85146,-122.26834,716.0,0.0,0.0,90.0
5656,NLL,NC,HNN,01,100.0,"2020/03/04,00:00:00","3000/01/01,00:00:00",38.85146,-122.26834,716.0,0.0,0.0,0.0
5657,NLL,NC,HNZ,01,100.0,"2020/03/04,00:00:00","3000/01/01,00:00:00",38.85146,-122.26834,716.0,0.0,-90.0,0.0
5658,NLL,NC,LCE,01,1.0,"2020/03/04,00:00:00","3000/01/01,00:00:00",38.85146,-122.26834,716.0,0.0,0.0,0.0
5659,NLL,NC,LCL,01,1.0,"2020/03/04,00:00:00","3000/01/01,00:00:00",38.85146,-122.26834,716.0,0.0,0.0,0.0
5660,NLL,NC,LCQ,01,1.0,"2020/03/04,00:00:00","3000/01/01,00:00:00",38.85146,-122.26834,716.0,0.0,0.0,0.0
5661,NLL,NC,LOG,01,1.0,"2020/03/04,00:00:00","3000/01/01,00:00:00",38.85146,-122.26834,716.0,0.0,0.0,0.0
5662,NLL,NC,OCF,01,1.0,"2020/03/04,00:00:00","3000/01/01,00:00:00",38.85146,-122.26834,716.0,0.0,0.0,0.0
5663,NLL,NC,VCO,01,0.1,"2020/03/04,00:00:00","3000/01/01,00:00:00",38.85146,-122.26834,716.0,0.0,0.0,0.0
5664,NLL,NC,VEA,01,0.1,"2020/03/04,00:00:00","3000/01/01,00:00:00",38.85146,-122.26834,716.0,0.0,0.0,0.0
5665,NLL,NC,VEC,01,0.1,"2020/03/04,00:00:00","3000/01/01,00:00:00",38.85146,-122.26834,716.0,0.0,0.0,0.0
5666,NLL,NC,VEP,01,0.1,"2020/03/04,00:00:00","3000/01/01,00:00:00",38.85146,-122.26834,716.0,0.0,0.0,0.0
5667,NLL,NC,VFP,01,0.1,"2020/03/04,00:00:00","3000/01/01,00:00:00",38.85146,-122.26834,716.0,0.0,0.0,0.0
5668,NLL,NC,VKI,01,0.1,"2020/03/04,00:00:00","3000/01/01,00:00:00",38.85146,-122.26834,716.0,0.0,0.0,0.0
5669,NLN,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",38.1526,-122.71334,96.0,0.0,-90.0,0.0
5670,NLN,NC,EHZ,--,100.0,"1987/05/01,00:00:00","1988/01/05,19:46:00",38.1526,-122.71334,96.0,0.0,-90.0,0.0
5671,NLN,NC,EHZ,--,100.0,"1988/01/05,19:46:00","2001/02/07,23:59:00",38.1526,-122.71334,96.0,0.0,-90.0,0.0
5672,NLN,NC,SHZ,--,20.0,"1994/11/28,00:00:00","2001/02/07,23:59:00",38.1526,-122.71334,96.0,0.0,-90.0,0.0
5673,NMB,NC,EHZ,01,100.0,"2019/04/15,00:00:00","3000/01/01,00:00:00",38.76294,-121.9295,67.6,0.0,-90.0,0.0
5674,NMB,NC,HNE,01,100.0,"2019/04/15,00:00:00","3000/01/01,00:00:00",38.76294,-121.9295,67.6,0.0,0.0,90.0
5675,NMB,NC,HNN,01,100.0,"2019/04/15,00:00:00","3000/01/01,00:00:00",38.76294,-121.9295,67.6,0.0,0.0,0.0
5676,NMB,NC,HNZ,01,100.0,"2019/04/15,00:00:00","3000/01/01,00:00:00",38.76294,-121.9295,67.6,0.0,-90.0,0.0
5677,NMB,NC,LCE,01,1.0,"2019/04/15,00:00:00","3000/01/01,00:00:00",38.76294,-121.9295,67.6,0.0,0.0,0.0
5678,NMB,NC,LCL,01,1.0,"2019/04/15,00:00:00","3000/01/01,00:00:00",38.76294,-121.9295,67.6,0.0,0.0,0.0
5679,NMB,NC,LCQ,01,1.0,"2019/04/15,00:00:00","3000/01/01,00:00:00",38.76294,-121.9295,67.6,0.0,0.0,0.0
5680,NMB,NC,LOG,01,1.0,"2019/04/15,00:00:00","3000/01/01,00:00:00",38.76294,-121.9295,67.6,0.0,0.0,0.0
5681,NMB,NC,OCF,01,1.0,"2019/04/15,00:00:00","3000/01/01,00:00:00",38.76294,-121.9295,67.6,0.0,0.0,0.0
5682,NMB,NC,VCO,01,0.1,"2019/04/15,00:00:00","3000/01/01,00:00:00",38.76294,-121.9295,67.6,0.0,0.0,0.0
5683,NMB,NC,VEA,01,0.1,"2019/04/15,00:00:00","3000/01/01,00:00:00",38.76294,-121.9295,67.6,0.0,0.0,0.0
5684,NMB,NC,VEC,01,0.1,"2019/04/15,00:00:00","3000/01/01,00:00:00",38.76294,-121.9295,67.6,0.0,0.0,0.0
5685,NMB,NC,VEP,01,0.1,"2019/04/15,00:00:00","3000/01/01,00:00:00",38.76294,-121.9295,67.6,0.0,0.0,0.0
5686,NMB,NC,VFP,01,0.1,"2019/04/15,00:00:00","3000/01/01,00:00:00",38.76294,-121.9295,67.6,0.0,0.0,0.0
5687,NMB,NC,VKI,01,0.1,"2019/04/15,00:00:00","3000/01/01,00:00:00",38.76294,-121.9295,67.6,0.0,0.0,0.0
5688,NMC,NC,EHZ,--,100.0,"1988/03/23,20:46:00","2019/11/06,00:08:00",38.59095,-122.91286,119.0,0.0,-90.0,0.0
5689,NMC,NC,SHZ,--,20.0,"1994/11/28,00:00:00","2006/01/24,18:00:00",38.59095,-122.91286,119.0,0.0,-90.0,0.0
5690,NMH,NC,BNE,--,10.0,"1997/08/14,12:00:00","1999/12/07,07:53:00",38.66937,-122.63321,1288.0,0.0,0.0,90.0
5691,NMH,NC,BNE,--,20.0,"1999/12/07,07:53:00","2000/07/12,00:00:00",38.66937,-122.63321,1288.0,0.0,0.0,90.0
5692,NMH,NC,BNN,--,10.0,"1997/08/14,12:00:00","1999/12/07,07:53:00",38.66937,-122.63321,1288.0,0.0,0.0,0.0
5693,NMH,NC,BNN,--,20.0,"1999/12/07,07:53:00","2000/07/12,00:00:00",38.66937,-122.63321,1288.0,0.0,0.0,0.0
5694,NMH,NC,BNZ,--,10.0,"1997/08/14,12:00:00","1999/12/07,07:53:00",38.66937,-122.63321,1288.0,0.0,-90.0,0.0
5695,NMH,NC,BNZ,--,20.0,"1999/12/07,07:53:00","2000/07/12,00:00:00",38.66937,-122.63321,1288.0,0.0,-90.0,0.0
5696,NMH,NC,EHE,--,50.0,"1997/08/14,12:00:00","1999/12/07,07:53:00",38.66937,-122.63321,1288.0,0.0,0.0,90.0
5697,NMH,NC,EHE,--,100.0,"1999/12/07,07:53:00","2005/07/12,12:00:00",38.66937,-122.63321,1288.0,0.0,0.0,90.0
