decimal_year,east_m,north_m,up_m
2005.9576,0.0,0.0,0.0
2005.9603,0.0014979999999999993,0.002194999999999947,0.002010999999999985
2005.963,0.0012630000000000141,-0.0005509999999999682,-0.004960999999999993
2005.9658,0.0014129999999999976,-0.0004939999999999944,-0.006321999999999939
2005.9685,0.0007769999999999999,0.0013210000000000166,-0.0025490000000000235
2005.9713,0.0017479999999999996,0.0009500000000000064,-0.010368999999999962
2005.974,0.00351700000000002,0.0025399999999999867,-0.0005870000000000042
2005.9767,0.0023340000000000027,0.0015039999999999498,-0.0007139999999999924
2005.9795,0.0007410000000000194,0.0016279999999999628,-0.00022900000000003473
2005.9822,0.0006140000000000034,0.0007070000000000132,0.00034000000000000696
2005.9849,-0.00016099999999999448,0.0005880000000000329,0.003882000000000052
2005.9877,-0.00011099999999999999,-0.0007390000000000452,0.00047600000000003195
2005.9904,0.0003110000000000057,0.0019409999999999705,0.0018890000000000295
2005.9932,-0.0006160000000000054,0.0017850000000000366,-0.0024819999999999842
2005.9959,-0.0017039999999999833,0.0009989999999999721,-0.002962999999999938
2005.9986,-0.003502000000000005,0.0025600000000000067,0.006153999999999993
2006.0014,-0.0006690000000000029,0.002449999999999952,-0.003190999999999944
2006.0041,-0.0006349999999999967,0.0035560000000000036,0.0028960000000000097
2006.0068,-0.002127999999999991,0.0021780000000000133,-0.005788999999999933
2006.0096,-0.0018610000000000015,0.0028719999999999857,-0.007028000000000034
2006.0123,-0.0013679999999999803,0.0029519999999999547,-0.011348000000000025
2006.0151,-0.0027579999999999827,0.0011400000000000299,-0.008525000000000005
2006.0178,-0.003020999999999996,0.0024440000000000017,-0.009645999999999932
2006.0205,-0.0025119999999999865,0.0033600000000000296,-0.005205000000000015
2006.0233,-0.0035349999999999826,0.003278000000000003,-0.007812999999999959
2006.026,-0.002901999999999988,0.0014319999999999888,-0.00766
2006.0287,-0.002226999999999979,0.003117999999999954,-0.00012599999999995948
2006.0315,-0.0023829999999999962,0.003626999999999936,-0.003233999999999959
2006.0342,-0.0006289999999999907,0.002395000000000036,-0.001475000000000004
2006.037,0.00028200000000000447,0.005043999999999937,-0.00043999999999999595
2006.0397,-0.0022260000000000058,0.003286000000000011,-0.005723000000000034
2006.0424,-0.002596999999999988,0.0023339999999999472,-0.0009639999999999649
2006.0452,-0.004306000000000004,0.0017619999999999303,-0.005314999999999959
2006.0479,-0.003165000000000001,0.0031329999999999414,-0.002650999999999959
2006.0507,-0.0037269999999999803,0.0033919999999999506,0.0014359999999999928
2006.0534,-0.001582,0.004514000000000018,-0.0023090000000000055
2006.0561,-0.002682999999999991,0.003738000000000019,-0.005784000000000011
2006.0589,-0.002006999999999981,0.003086999999999951,-0.0040599999999999525
2006.0616,-0.004510999999999987,0.003469999999999973,-0.004581999999999975
2006.0643,-0.002688999999999997,0.0018700000000000383,-0.0021360000000000268
2006.0671,-0.003348999999999991,0.0017399999999999638,-0.0038239999999999386
2006.0698,-0.0026609999999999967,0.0019799999999999818,-0.0031719999999999526
2006.0726,-0.0027369999999999894,0.0024089999999999945,-0.0022179999999999422
2006.0753,-0.003245999999999999,0.002933999999999992,-0.004457999999999962
2006.078,-0.0037760000000000016,0.0020769999999999955,-0.00565199999999999
2006.0808,-0.003815999999999986,0.0019409999999999705,-0.0018529999999999935
2006.0835,-0.004479999999999984,0.0030879999999999797,-0.0025279999999999747
2006.0862,-0.0032989999999999964,0.002850000000000019,-0.00033799999999994945
2006.089,-0.0045580000000000065,0.004027000000000003,0.0006789999999999852
2006.0917,-0.0064599999999999935,0.0035209999999999964,-0.0008310000000000262
2006.0945,-0.004788999999999988,0.0032210000000000294,-0.0011780000000000124
2006.0972,-0.005675999999999987,0.003785999999999956,-0.00012999999999996348
2006.0999,-0.003451999999999983,0.0033079999999999776,-0.0017659999999999343
2006.1027,-0.0038399999999999823,0.004205000000000014,-0.0037530000000000063
2006.1054,-0.0037599999999999856,0.004994999999999972,-0.005410000000000026
2006.1081,-0.0038659999999999806,0.005039999999999933,-0.003241999999999967
2006.1109,-0.003480999999999984,0.0040080000000000116,-0.004113999999999951
2006.1136,-0.00312599999999999,0.003167000000000031,-0.004688999999999943
2006.1164,-0.003790999999999989,0.0034119999999999706,-0.0072510000000000074
2006.1191,-0.003461999999999993,0.004106999999999972,-0.00363099999999994
2006.1218,-0.004585999999999979,0.00392300000000001,0.0006660000000000554
2006.1246,-0.002694000000000002,0.004190999999999945,-0.0018080000000000318
2006.1273,-0.0021069999999999978,0.00489700000000004,0.0007789999999999742
2006.13,-0.003144999999999981,0.00411499999999998,-0.0022520000000000318
2006.1328,-0.002240999999999993,0.004610000000000003,0.0022100000000000453
2006.1355,-0.003697000000000006,0.004925999999999986,-0.0015300000000000313
2006.1383,-0.0031799999999999884,0.004711000000000021,-0.004970999999999948
2006.141,-0.0034109999999999974,0.005001999999999951,-0.0035649999999999293
2006.1437,-0.0022899999999999865,0.005780000000000007,-0.0038169999999999593
2006.1465,-0.0036149999999999793,0.004471000000000003,-0.0007929999999999326
2006.1492,-0.0035300000000000054,0.004085000000000005,-0.0048920000000000075
2006.152,-0.002698000000000006,0.004850999999999939,-0.003574999999999995
2006.1547,-0.006210999999999994,0.0048880000000000035,-0.0017599999999999838
2006.1574,-0.0017540000000000056,0.005761999999999934,0.0008730000000000127
2006.1602,-0.008587999999999985,0.0026650000000000285,0.005075000000000052
2006.1629,-0.005461999999999995,0.004321999999999937,-0.003473999999999977
2006.1656,-0.006084000000000006,0.003369999999999984,-0.005681999999999965
2006.1684,-0.005990999999999996,0.004058000000000006,-0.0049599999999999644
2006.1711,-0.0044430000000000025,0.004290999999999934,-0.008781999999999957
2006.1739,-0.005329,0.00392899999999996,-0.0026760000000000117
2006.1766,-0.005043999999999993,0.004086000000000034,-0.0038159999999999306
2006.1793,-0.004961999999999994,0.004504999999999981,-0.00934999999999997
2006.1821,-0.006044999999999995,0.004693999999999976,-0.004010999999999987
2006.1848,-0.008721000000000007,0.0021480000000000388,-0.005993000000000026
2006.1875,-0.008718000000000004,0.002897999999999956,0.001591000000000009
2006.1903,-0.007360000000000005,0.002758999999999956,0.003126000000000073
2006.193,-0.0068999999999999895,0.0047239999999999505,-0.0004089999999999927
2006.1958,-0.007274000000000003,0.005379000000000023,-0.006197000000000008
2006.1985,-0.00692799999999999,0.0043680000000000385,-0.004302999999999946
2006.2012,-0.005707999999999991,0.0042879999999999585,-0.002654999999999963
2006.204,-0.005206999999999989,0.006001000000000034,-0.006565999999999961
2006.2067,-0.0072500000000000064,0.005581999999999976,-0.003533999999999926
2006.2094,-0.005282999999999982,0.0064670000000000005,0.0007550000000000612
2006.2122,-0.006588999999999984,0.005267999999999939,-0.010977999999999932
2006.2149,-0.006938,0.004846000000000017,-0.00506899999999999
2006.2177,-0.008804000000000006,0.004314999999999958,-0.004198999999999953
2006.2204,-0.00577999999999998,0.005045999999999995,-0.004359000000000002
2006.2231,-0.006306999999999979,0.004357999999999973,-0.006063999999999958
2006.2259,-0.007808999999999983,0.0048880000000000035,-0.005445000000000033
2006.2286,-0.008958999999999995,0.0042440000000000255,-0.0035809999999999453
2006.2313,-0.006364999999999982,0.005686999999999998,-0.0034440000000000026
2006.2341,-0.00970399999999999,0.0033370000000000344,-0.0021400000000000308
2006.2368,-0.008609000000000006,0.004240999999999939,-0.005098999999999965
2006.2396,-0.010326000000000002,0.002986999999999962,-0.0015849999999999476
2006.2423,-0.009327000000000002,0.0033569999999999434,-0.003823000000000021
2006.245,-0.007469000000000003,0.004360999999999948,-0.0004889999999999617
2006.2478,-0.00703899999999999,0.0038930000000000353,-0.009174999999999933
2006.2505,-0.008643999999999985,0.004570999999999992,-0.006763999999999992
2006.2533,-0.008514999999999995,0.0030050000000000354,-0.005854000000000026
2006.256,-0.010245000000000004,0.003477999999999981,-0.002526999999999946
2006.2587,-0.009826000000000001,0.0033889999999999754,0.0005680000000000129
2006.2615,-0.009298,0.004101999999999939,-0.003595000000000015
2006.2642,-0.009229999999999988,0.0035319999999999796,-0.0037279999999999536
2006.2669,-0.009399999999999992,0.003302999999999945,-0.0025760000000000227
2006.2697,-0.011050000000000004,0.002986999999999962,-0.005425999999999931
2006.2724,-0.009476999999999985,0.005294000000000021,-0.002997999999999945
2006.2752,-0.01124699999999998,0.004406000000000021,-0.0007779999999999454
2006.2779,-0.011144999999999988,0.005647999999999986,-0.0009430000000000271
2006.2806,-0.01202399999999998,0.0034689999999999444,-0.0018289999999999695
2006.2834,-0.01378299999999999,0.0026450000000000085,-0.00022800000000000598
2006.2861,-0.013254999999999989,0.004182999999999937,-0.0019770000000000065
2006.2888,-0.011319999999999997,0.005422000000000038,-0.00027800000000000047
2006.2916,-0.013304999999999984,0.005236000000000018,-0.0022739999999999982
2006.2943,-0.012471999999999983,0.00666599999999995,-0.0015849999999999476
2006.2971,-0.012822,0.005751999999999979,-0.0038650000000000073
2006.2998,-0.012492000000000003,0.005318999999999963,-0.002815000000000012
2006.3025,-0.012766,0.005510000000000015,4.599999999999049e-05
2006.3053,-0.013360999999999984,0.004978999999999956,-0.00020699999999995722
2006.308,-0.012916999999999984,0.005719999999999947,-0.004012999999999933
2006.3107,-0.014288999999999996,0.005904999999999938,-0.006846000000000019
2006.3135,-0.012319999999999998,0.005190999999999946,-0.006109000000000031
2006.3162,-0.013649999999999995,0.007746999999999948,-0.0016610000000000236
2006.319,-0.011829000000000006,0.005881000000000025,-0.005730000000000013
2006.3217,-0.011791999999999997,0.006151999999999935,-0.0067589999999999595
2006.3244,-0.013697999999999988,0.005429000000000017,-0.009240999999999944
2006.3272,-0.013314999999999994,0.006390000000000007,-0.0030689999999999884
2006.3299,-0.012058999999999986,0.006091999999999986,-0.0064029999999999365
2006.3326,-0.013879000000000002,0.006468999999999947,-0.0016399999999999748
2006.3354,-0.014016,0.007417000000000007,-0.004491000000000023
2006.3381,-0.01492099999999999,0.005927000000000016,-0.002997999999999945
2006.3409,-0.01360699999999998,0.006071999999999966,-0.0036490000000000133
2006.3436,-0.013696999999999987,0.006553999999999949,-0.0027849999999999264
2006.3463,-0.013354000000000005,0.0066030000000000255,-0.004789999999999961
2006.3491,-0.012999999999999984,0.006329000000000029,-0.00259100000000001
2006.3518,-0.013442999999999983,0.006830000000000003,-0.0014929999999999666
2006.3546,-0.014129000000000003,0.006946000000000008,-0.0022699999999999942
2006.3573,-0.013127,0.007954999999999934,-0.0010829999999999451
2006.36,-0.013163999999999981,0.007410000000000028,-0.0022360000000000158
2006.3628,-0.012545,0.00883299999999998,-0.0023699999999999832
2006.3655,-0.012445999999999985,0.008117999999999959,-0.004260999999999959
2006.3682,-0.014620999999999995,0.008078999999999947,-0.0038679999999999826
2006.371,-0.014785999999999994,0.00799099999999997,-0.004466999999999999
2006.3737,-0.015154,0.008811000000000013,-0.0027690000000000214
2006.3765,-0.014200999999999991,0.009118999999999988,-0.0024899999999999922
2006.3792,-0.013674999999999993,0.007417000000000007,0.005840999999999985
2006.3819,-0.015515000000000001,0.007205999999999935,-0.008584000000000036
2006.3847,-0.015689999999999982,0.008687,0.0027810000000000334
2006.3874,-0.016207,0.007449000000000039,0.0009820000000000384
2006.3901,-0.014749999999999985,0.008001000000000036,-0.0025570000000000315
2006.3929,-0.014148999999999995,0.01011799999999996,-0.005695000000000006
2006.3956,-0.015707,0.009189000000000003,-0.005489999999999995
2006.3984,-0.014552999999999983,0.008406000000000025,-0.001982999999999957
2006.4011,-0.015227999999999992,0.009334999999999982,-0.0025519999999999987
2006.4038,-0.015784999999999993,0.008314999999999961,-0.003122999999999987
2006.4066,-0.01478199999999999,0.008893999999999957,0.0005589999999999762
2006.4093,-0.015861999999999987,0.008966999999999947,0.0006180000000000074
2006.412,-0.016367999999999994,0.008997000000000033,-0.0039049999999999363
2006.4148,-0.016758999999999996,0.009696999999999956,-0.0036239999999999606
